"taxon"	"run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Thysanoptera"	27	FALSE	"dadn"	3.5	80	3	57	1	3	2	0.0175438596491228	0.666666666666667
"Thysanoptera"	28	FALSE	"wdadn"	1.5	80	3	57	1	3	1	0.0175438596491228	0.333333333333333
"Thysanoptera"	29	FALSE	"wdadn"	1.7	80	0	57	0	3	3	0	1
"Thysanoptera"	30	FALSE	"wdadn"	2	80	0	57	0	3	3	0	1
"Psocoptera"	25	FALSE	"dadn"	2.7	26	1	0	0	0	0	NA	NA
"Psocoptera"	26	FALSE	"dadn"	3	26	1	0	0	0	0	NA	NA
"Psocoptera"	27	FALSE	"dadn"	3.5	26	1	0	0	0	0	NA	NA
"Psocoptera"	28	FALSE	"wdadn"	1.5	26	1	0	0	0	0	NA	NA
"Psocoptera"	29	FALSE	"wdadn"	1.7	26	0	0	0	0	0	NA	NA
"Psocoptera"	30	FALSE	"wdadn"	2	26	0	0	0	0	0	NA	NA
"Neuroptera"	25	FALSE	"dadn"	2.7	159	10	58	0	4	1	0	0.25
"Neuroptera"	26	FALSE	"dadn"	3	159	10	58	0	4	1	0	0.25
"Neuroptera"	27	FALSE	"dadn"	3.5	159	9	58	0	4	2	0	0.5
"Neuroptera"	28	FALSE	"wdadn"	1.5	159	15	58	0	4	1	0	0.25
"Neuroptera"	29	FALSE	"wdadn"	1.7	159	13	58	0	4	1	0	0.25
"Neuroptera"	30	FALSE	"wdadn"	2	159	12	58	0	4	1	0	0.25
"Ephemeroptera"	25	FALSE	"dadn"	2.7	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	26	FALSE	"dadn"	3	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	27	FALSE	"dadn"	3.5	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	28	FALSE	"wdadn"	1.5	51	2	39	1	2	1	0.0256410256410256	0.5
"Ephemeroptera"	29	FALSE	"wdadn"	1.7	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	30	FALSE	"wdadn"	2	51	1	39	0	2	1	0	0.5
"Odonata"	25	FALSE	"dadn"	2.7	136	10	20	0	3	3	0	1
"Odonata"	26	FALSE	"dadn"	3	136	10	20	0	3	3	0	1
"Odonata"	27	FALSE	"dadn"	3.5	136	6	20	0	3	3	0	1
"Odonata"	28	FALSE	"wdadn"	1.5	136	9	20	0	3	3	0	1
"Odonata"	29	FALSE	"wdadn"	1.7	136	8	20	0	3	3	0	1
"Odonata"	30	FALSE	"wdadn"	2	136	7	20	0	3	3	0	1
"Megaloptera"	25	FALSE	"dadn"	2.7	4	2	1	0	1	0	0	0
"Megaloptera"	26	FALSE	"dadn"	3	4	2	1	0	1	0	0	0
"Megaloptera"	27	FALSE	"dadn"	3.5	4	2	1	0	1	0	0	0
"Megaloptera"	28	FALSE	"wdadn"	1.5	4	2	1	0	1	0	0	0
"Megaloptera"	29	FALSE	"wdadn"	1.7	4	2	1	0	1	0	0	0
"Megaloptera"	30	FALSE	"wdadn"	2	4	2	1	0	1	0	0	0
"Poduromorpha"	25	FALSE	"dadn"	2.7	432	131	86	1	40	36	0.0116279069767442	0.9
"Poduromorpha"	26	FALSE	"dadn"	3	432	130	86	1	40	36	0.0116279069767442	0.9
"Poduromorpha"	27	FALSE	"dadn"	3.5	432	114	86	1	40	37	0.0116279069767442	0.925
"Poduromorpha"	28	FALSE	"wdadn"	1.5	432	142	86	1	40	34	0.0116279069767442	0.85
"Poduromorpha"	29	FALSE	"wdadn"	1.7	432	136	86	1	40	35	0.0116279069767442	0.875
"Poduromorpha"	30	FALSE	"wdadn"	2	432	122	86	1	40	36	0.0116279069767442	0.9
"Strepsiptera"	25	FALSE	"dadn"	2.7	8	2	7	2	0	0	0.285714285714286	NA
"Strepsiptera"	26	FALSE	"dadn"	3	8	0	7	0	0	0	0	NA
"Strepsiptera"	27	FALSE	"dadn"	3.5	8	0	7	0	0	0	0	NA
"Strepsiptera"	28	FALSE	"wdadn"	1.5	8	1	7	1	0	0	0.142857142857143	NA
"Strepsiptera"	29	FALSE	"wdadn"	1.7	8	1	7	1	0	0	0.142857142857143	NA
"Strepsiptera"	30	FALSE	"wdadn"	2	8	0	7	0	0	0	0	NA
"Siphonaptera"	25	FALSE	"dadn"	2.7	13	0	3	0	0	0	0	NA
"Siphonaptera"	26	FALSE	"dadn"	3	13	0	3	0	0	0	0	NA
"Siphonaptera"	27	FALSE	"dadn"	3.5	13	0	3	0	0	0	0	NA
"Siphonaptera"	28	FALSE	"wdadn"	1.5	13	1	3	0	0	0	0	NA
"Siphonaptera"	29	FALSE	"wdadn"	1.7	13	0	3	0	0	0	0	NA
"Siphonaptera"	30	FALSE	"wdadn"	2	13	0	3	0	0	0	0	NA
"Zygentoma"	25	FALSE	"dadn"	2.7	14	3	1	0	1	1	0	1
"Zygentoma"	26	FALSE	"dadn"	3	14	2	1	0	1	1	0	1
"Zygentoma"	27	FALSE	"dadn"	3.5	14	0	1	0	1	1	0	1
"Zygentoma"	28	FALSE	"wdadn"	1.5	14	3	1	0	1	1	0	1
"Zygentoma"	29	FALSE	"wdadn"	1.7	14	2	1	0	1	1	0	1
"Zygentoma"	30	FALSE	"wdadn"	2	14	2	1	0	1	1	0	1
"Neelipleona"	25	FALSE	"dadn"	2.7	22	0	9	0	7	7	0	1
"Neelipleona"	26	FALSE	"dadn"	3	22	0	9	0	7	7	0	1
"Neelipleona"	27	FALSE	"dadn"	3.5	22	0	9	0	7	7	0	1
"Neelipleona"	28	FALSE	"wdadn"	1.5	22	0	9	0	7	7	0	1
"Neelipleona"	29	FALSE	"wdadn"	1.7	22	0	9	0	7	7	0	1
"Neelipleona"	30	FALSE	"wdadn"	2	22	0	9	0	7	7	0	1
"Zoraptera"	25	FALSE	"dadn"	2.7	7	0	0	0	0	0	NA	NA
"Zoraptera"	26	FALSE	"dadn"	3	7	0	0	0	0	0	NA	NA
"Zoraptera"	27	FALSE	"dadn"	3.5	7	0	0	0	0	0	NA	NA
"Zoraptera"	28	FALSE	"wdadn"	1.5	7	0	0	0	0	0	NA	NA
"Zoraptera"	29	FALSE	"wdadn"	1.7	7	0	0	0	0	0	NA	NA
"Zoraptera"	30	FALSE	"wdadn"	2	7	0	0	0	0	0	NA	NA
"Phthiraptera"	25	FALSE	"dadn"	2.7	3	0	0	0	0	0	NA	NA
"Phthiraptera"	26	FALSE	"dadn"	3	3	0	0	0	0	0	NA	NA
"Phthiraptera"	27	FALSE	"dadn"	3.5	3	0	0	0	0	0	NA	NA
"Phthiraptera"	28	FALSE	"wdadn"	1.5	3	0	0	0	0	0	NA	NA
"Phthiraptera"	29	FALSE	"wdadn"	1.7	3	0	0	0	0	0	NA	NA
"Phthiraptera"	30	FALSE	"wdadn"	2	3	0	0	0	0	0	NA	NA
"Diplura"	25	FALSE	"dadn"	2.7	12	0	3	0	2	2	0	1
"Diplura"	26	FALSE	"dadn"	3	12	0	3	0	2	2	0	1
"Diplura"	27	FALSE	"dadn"	3.5	12	0	3	0	2	2	0	1
"Diplura"	28	FALSE	"wdadn"	1.5	12	1	3	0	2	2	0	1
"Diplura"	29	FALSE	"wdadn"	1.7	12	1	3	0	2	2	0	1
"Diplura"	30	FALSE	"wdadn"	2	12	1	3	0	2	2	0	1
"Archaeognatha"	25	FALSE	"dadn"	2.7	11	7	0	0	0	0	NA	NA
"Archaeognatha"	26	FALSE	"dadn"	3	11	7	0	0	0	0	NA	NA
"Archaeognatha"	27	FALSE	"dadn"	3.5	11	6	0	0	0	0	NA	NA
"Archaeognatha"	28	FALSE	"wdadn"	1.5	11	6	0	0	0	0	NA	NA
"Archaeognatha"	29	FALSE	"wdadn"	1.7	11	6	0	0	0	0	NA	NA
"Archaeognatha"	30	FALSE	"wdadn"	2	11	7	0	0	0	0	NA	NA
"Phasmatodea"	25	FALSE	"dadn"	2.7	1	0	0	0	0	0	NA	NA
"Phasmatodea"	26	FALSE	"dadn"	3	1	0	0	0	0	0	NA	NA
"Phasmatodea"	27	FALSE	"dadn"	3.5	1	0	0	0	0	0	NA	NA
"Phasmatodea"	28	FALSE	"wdadn"	1.5	1	0	0	0	0	0	NA	NA
"Phasmatodea"	29	FALSE	"wdadn"	1.7	1	0	0	0	0	0	NA	NA
"Phasmatodea"	30	FALSE	"wdadn"	2	1	0	0	0	0	0	NA	NA
"Mantodea"	25	FALSE	"dadn"	2.7	1	0	0	0	0	0	NA	NA
"Mantodea"	26	FALSE	"dadn"	3	1	0	0	0	0	0	NA	NA
"Mantodea"	27	FALSE	"dadn"	3.5	1	0	0	0	0	0	NA	NA
"Mantodea"	28	FALSE	"wdadn"	1.5	1	0	0	0	0	0	NA	NA
"Mantodea"	29	FALSE	"wdadn"	1.7	1	0	0	0	0	0	NA	NA
"Mantodea"	30	FALSE	"wdadn"	2	1	0	0	0	0	0	NA	NA
"Hexapoda"	25	FALSE	"dadn"	2.7	47045	12486	18770	1514	2091	1160	0.0806606286627597	0.554758488761358
"Hexapoda"	26	FALSE	"dadn"	3	47045	11099	18770	1151	2091	1245	0.0613212573255194	0.595408895265423
"Hexapoda"	27	FALSE	"dadn"	3.5	47045	9459	18770	769	2091	1358	0.0409696323921151	0.649450023912004
"Hexapoda"	28	FALSE	"wdadn"	1.5	47045	12303	18770	1305	2091	1135	0.0695258391049547	0.542802486848398
"Hexapoda"	29	FALSE	"wdadn"	1.7	47045	11006	18770	954	2091	1225	0.0508257858284497	0.585844093735055
"Hexapoda"	30	FALSE	"wdadn"	2	47045	9577	18770	656	2091	1319	0.0349493873201918	0.630798660927786
