"taxon"	"run"	"eee_run"	"count_type"	"cutoff_type"	"cutoff"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"duplicate_bin_records"	"remaining_dups"	"remaining_dup_records"	"false_pos"	"false_neg"	"finbol_clusters"	"removed_finbol_clusters"	"spp_in_known"	"found_spp_in_known"	"clusters_in_known"	"spurious"	"remaining_spurious"	"false_pos_finbol"	"false_neg_spurious"	"false_pos_comb"	"false_neg_comb"
"Diptera"	72	8	"calibrated"	"sum"	10	17459	4529	7824	273	708	1120	166	201	0.0348926380368098	0.234463276836158	1928	20	363	162	314	104	45	0.0103734439834025	0.432692307692308	0.030045118949959	0.259852216748768
"Diptera"	73	9	"calibrated"	"sum"	2	17459	4153	7824	235	708	1120	196	238	0.0300357873210634	0.27683615819209	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0259433962264151	0.299261083743842
"Diptera"	74	9	"calibrated"	"sum"	3	17459	4172	7824	236	708	1120	193	234	0.0301635991820041	0.272598870056497	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0260459392945037	0.295566502463054
"Diptera"	75	9	"calibrated"	"sum"	4	17459	4201	7824	238	708	1120	188	228	0.0304192229038855	0.265536723163842	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0262510254306809	0.289408866995074
"Diptera"	76	9	"calibrated"	"sum"	5	17459	4222	7824	241	708	1120	186	224	0.0308026584867076	0.26271186440678	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0265586546349467	0.286945812807882
"Diptera"	77	9	"calibrated"	"sum"	6	17459	4241	7824	245	708	1120	186	224	0.0313139059304703	0.26271186440678	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0269688269073011	0.286945812807882
"Diptera"	78	9	"calibrated"	"sum"	7	17459	4259	7824	245	708	1120	183	221	0.0313139059304703	0.258474576271186	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0269688269073011	0.283251231527094
"Diptera"	79	9	"calibrated"	"sum"	8	17459	4272	7824	247	708	1120	181	219	0.0315695296523517	0.255649717514124	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0271739130434783	0.280788177339901
"Diptera"	80	9	"calibrated"	"sum"	9	17459	4286	7824	249	708	1120	180	218	0.0318251533742331	0.254237288135593	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0273789991796555	0.279556650246305
"Diptera"	81	9	"calibrated"	"sum"	10	17459	4305	7824	254	708	1120	179	217	0.0324642126789366	0.252824858757062	1928	18	363	162	314	104	46	0.0093360995850622	0.442307692307692	0.0278917145200984	0.277093596059113
"Diptera"	82	10	"calibrated"	"sum"	2	17459	4216	7824	243	708	1120	195	237	0.031058282208589	0.275423728813559	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0267637407711239	0.298029556650246
"Diptera"	83	10	"calibrated"	"sum"	3	17459	4235	7824	244	708	1120	192	233	0.0311860940695297	0.271186440677966	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0268662838392125	0.294334975369458
"Diptera"	84	10	"calibrated"	"sum"	4	17459	4264	7824	246	708	1120	187	227	0.031441717791411	0.264124293785311	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0270713699753897	0.288177339901478
"Diptera"	85	10	"calibrated"	"sum"	5	17459	4285	7824	249	708	1120	185	223	0.0318251533742331	0.261299435028249	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0273789991796555	0.285714285714286
"Diptera"	86	10	"calibrated"	"sum"	6	17459	4304	7824	253	708	1120	185	223	0.0323364008179959	0.261299435028249	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0277891714520098	0.285714285714286
"Diptera"	87	10	"calibrated"	"sum"	7	17459	4322	7824	253	708	1120	182	220	0.0323364008179959	0.257062146892655	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0277891714520098	0.282019704433498
"Diptera"	88	10	"calibrated"	"sum"	8	17459	4335	7824	255	708	1120	180	218	0.0325920245398773	0.254237288135593	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.027994257588187	0.279556650246305
"Diptera"	89	10	"calibrated"	"sum"	9	17459	4348	7824	257	708	1120	179	217	0.0328476482617587	0.252824858757062	1928	18	363	162	314	104	47	0.0093360995850622	0.451923076923077	0.0281993437243642	0.278325123152709
"Diptera"	90	10	"calibrated"	"sum"	10	17459	4367	7824	262	708	1120	178	216	0.0334867075664622	0.251412429378531	1928	18	363	162	314	104	46	0.0093360995850622	0.442307692307692	0.0287120590648072	0.275862068965517
"Diptera"	91	11	"calibrated"	"sum"	2	17459	4275	7824	247	708	1120	186	227	0.0315695296523517	0.26271186440678	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0272764561115669	0.285714285714286
"Diptera"	92	11	"calibrated"	"sum"	3	17459	4294	7824	248	708	1120	183	223	0.0316973415132924	0.258474576271186	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0273789991796555	0.282019704433497
"Diptera"	93	11	"calibrated"	"sum"	4	17459	4323	7824	250	708	1120	178	217	0.0319529652351738	0.251412429378531	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0275840853158326	0.275862068965517
"Diptera"	94	11	"calibrated"	"sum"	5	17459	4344	7824	253	708	1120	176	213	0.0323364008179959	0.248587570621469	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0278917145200984	0.273399014778325
"Diptera"	95	11	"calibrated"	"sum"	6	17459	4363	7824	257	708	1120	176	213	0.0328476482617587	0.248587570621469	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0283018867924528	0.273399014778325
"Diptera"	96	11	"calibrated"	"sum"	7	17459	4381	7824	257	708	1120	173	210	0.0328476482617587	0.244350282485876	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0283018867924528	0.269704433497537
"Diptera"	97	11	"calibrated"	"sum"	8	17459	4394	7824	259	708	1120	171	208	0.0331032719836401	0.241525423728814	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.02850697292863	0.267241379310345
"Diptera"	98	11	"calibrated"	"sum"	9	17459	4408	7824	261	708	1120	170	207	0.0333588957055215	0.240112994350282	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0287120590648072	0.266009852216749
"Diptera"	99	11	"calibrated"	"sum"	10	17459	4427	7824	266	708	1120	169	206	0.0339979550102249	0.238700564971751	1928	19	363	162	314	104	45	0.0098547717842323	0.432692307692308	0.0292247744052502	0.263546798029557
"Diptera"	100	12	"calibrated"	"sum"	2	17459	4350	7824	253	708	1120	187	227	0.0323364008179959	0.264124293785311	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0278917145200984	0.286945812807882
"Diptera"	101	12	"calibrated"	"sum"	3	17459	4369	7824	254	708	1120	184	223	0.0324642126789366	0.259887005649718	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.027994257588187	0.283251231527094
"Diptera"	102	12	"calibrated"	"sum"	4	17459	4398	7824	256	708	1120	179	217	0.032719836400818	0.252824858757062	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0281993437243642	0.277093596059113
"Diptera"	103	12	"calibrated"	"sum"	5	17459	4419	7824	259	708	1120	177	213	0.0331032719836401	0.25	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.02850697292863	0.274630541871921
"Diptera"	104	12	"calibrated"	"sum"	6	17459	4438	7824	263	708	1120	177	213	0.0336145194274029	0.25	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0289171452009844	0.274630541871921
"Diptera"	105	12	"calibrated"	"sum"	7	17459	4456	7824	263	708	1120	174	210	0.0336145194274029	0.245762711864407	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0289171452009844	0.270935960591133
"Diptera"	106	12	"calibrated"	"sum"	8	17459	4469	7824	265	708	1120	172	208	0.0338701431492843	0.242937853107345	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0291222313371616	0.268472906403941
"Diptera"	107	12	"calibrated"	"sum"	9	17459	4482	7824	267	708	1120	171	207	0.0341257668711656	0.241525423728814	1928	19	363	162	314	104	46	0.0098547717842323	0.442307692307692	0.0293273174733388	0.267241379310345
"Diptera"	108	12	"calibrated"	"sum"	10	17459	4501	7824	272	708	1120	170	206	0.0347648261758691	0.240112994350282	1928	19	363	162	314	104	45	0.0098547717842323	0.432692307692308	0.0298400328137818	0.264778325123153
"Diptera"	109	1	"raw"	"max"	2	17459	4160	7824	228	708	1120	194	234	0.0291411042944785	0.274011299435028	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0251230516817063	0.29679802955665
"Diptera"	110	1	"raw"	"max"	3	17459	4221	7824	233	708	1120	176	214	0.029780163599182	0.248587570621469	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0256357670221493	0.274630541871921
"Diptera"	111	1	"raw"	"max"	4	17459	4258	7824	240	708	1120	169	207	0.0306748466257669	0.238700564971751	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0263535684987695	0.266009852216749
"Diptera"	112	1	"raw"	"max"	5	17459	4324	7824	253	708	1120	167	203	0.0323364008179959	0.235875706214689	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0276866283839212	0.263546798029557
"Diptera"	113	1	"raw"	"max"	6	17459	4369	7824	261	708	1120	162	197	0.0333588957055215	0.228813559322034	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.02850697292863	0.257389162561576
"Diptera"	114	1	"raw"	"max"	7	17459	4416	7824	274	708	1120	161	196	0.0350204498977505	0.227401129943503	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0298400328137818	0.25615763546798
"Diptera"	115	1	"raw"	"max"	8	17459	4464	7824	287	708	1120	158	193	0.0366820040899795	0.22316384180791	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0311730926989336	0.252463054187192
"Diptera"	116	1	"raw"	"max"	9	17459	4520	7824	297	708	1120	155	187	0.0379601226993865	0.218926553672316	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0321985233798195	0.248768472906404
"Diptera"	117	1	"raw"	"max"	10	17459	4562	7824	303	708	1120	153	184	0.0387269938650307	0.216101694915254	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0328137817883511	0.246305418719212
"Diptera"	118	2	"raw"	"max"	2	17459	4223	7824	236	708	1120	194	234	0.0301635991820041	0.274011299435028	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0259433962264151	0.29679802955665
"Diptera"	119	2	"raw"	"max"	3	17459	4284	7824	241	708	1120	176	214	0.0308026584867076	0.248587570621469	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0264561115668581	0.274630541871921
"Diptera"	120	2	"raw"	"max"	4	17459	4320	7824	247	708	1120	169	207	0.0315695296523517	0.238700564971751	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0270713699753897	0.266009852216749
"Diptera"	121	2	"raw"	"max"	5	17459	4387	7824	261	708	1120	167	203	0.0333588957055215	0.235875706214689	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.02850697292863	0.263546798029557
"Diptera"	122	2	"raw"	"max"	6	17459	4430	7824	269	708	1120	162	197	0.034381390593047	0.228813559322034	1928	17	363	162	314	104	47	0.0088174273858921	0.451923076923077	0.0293273174733388	0.257389162561576
