"taxon"	"run"	"eee_run"	"count_type"	"cutoff_type"	"cutoff"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Diptera"	87	10	"calibrated"	"sum"	7	19578	5396	8073	260	991	271	0.0322061191626409	0.273461150353179
"Diptera"	88	10	"calibrated"	"sum"	8	19578	5424	8073	262	991	269	0.0324538585408151	0.271442986881937
"Diptera"	89	10	"calibrated"	"sum"	9	19578	5447	8073	264	991	267	0.0327015979189892	0.269424823410696
"Diptera"	90	10	"calibrated"	"sum"	10	19578	5479	8073	271	991	265	0.0335686857425988	0.267406659939455
"Diptera"	91	11	"calibrated"	"sum"	2	19578	5261	8073	254	991	273	0.0314629010281184	0.27547931382442
"Diptera"	92	11	"calibrated"	"sum"	3	19578	5293	8073	255	991	268	0.0315867707172055	0.270433905146317
"Diptera"	93	11	"calibrated"	"sum"	4	19578	5339	8073	257	991	263	0.0318345100953797	0.265388496468214
"Diptera"	94	11	"calibrated"	"sum"	5	19578	5379	8073	260	991	261	0.0322061191626409	0.263370332996973
"Diptera"	95	11	"calibrated"	"sum"	6	19578	5409	8073	264	991	260	0.0327015979189892	0.262361251261352
"Diptera"	96	11	"calibrated"	"sum"	7	19578	5443	8073	264	991	257	0.0327015979189892	0.25933400605449
"Diptera"	97	11	"calibrated"	"sum"	8	19578	5471	8073	266	991	255	0.0329493372971634	0.257315842583249
"Diptera"	98	11	"calibrated"	"sum"	9	19578	5496	8073	268	991	253	0.0331970766753375	0.255297679112008
"Diptera"	99	11	"calibrated"	"sum"	10	19578	5527	8073	274	991	251	0.03394029480986	0.253279515640767
"Diptera"	100	12	"calibrated"	"sum"	2	19578	5355	8073	263	991	267	0.0325777282299021	0.269424823410696
"Diptera"	101	12	"calibrated"	"sum"	3	19578	5387	8073	264	991	262	0.0327015979189892	0.264379414732593
"Diptera"	102	12	"calibrated"	"sum"	4	19578	5433	8073	266	991	257	0.0329493372971634	0.25933400605449
"Diptera"	103	12	"calibrated"	"sum"	5	19578	5472	8073	269	991	255	0.0333209463644246	0.257315842583249
"Diptera"	104	12	"calibrated"	"sum"	6	19578	5502	8073	273	991	254	0.0338164251207729	0.256306760847629
"Diptera"	105	12	"calibrated"	"sum"	7	19578	5536	8073	273	991	251	0.0338164251207729	0.253279515640767
"Diptera"	106	12	"calibrated"	"sum"	8	19578	5564	8073	275	991	249	0.0340641644989471	0.251261352169526
"Diptera"	107	12	"calibrated"	"sum"	9	19578	5587	8073	277	991	247	0.0343119038771213	0.249243188698285
"Diptera"	108	12	"calibrated"	"sum"	10	19578	5618	8073	283	991	245	0.0350551220116437	0.247225025227043
"Blattodea"	1	1	"calibrated"	"sum"	2	49	44	5	2	2	0	0.4	0
"Blattodea"	2	1	"calibrated"	"sum"	3	49	45	5	2	2	0	0.4	0
"Blattodea"	3	1	"calibrated"	"sum"	4	49	46	5	2	2	0	0.4	0
"Blattodea"	4	1	"calibrated"	"sum"	5	49	47	5	3	2	0	0.6	0
"Blattodea"	5	1	"calibrated"	"sum"	6	49	47	5	3	2	0	0.6	0
"Blattodea"	6	1	"calibrated"	"sum"	7	49	47	5	3	2	0	0.6	0
"Blattodea"	7	1	"calibrated"	"sum"	8	49	47	5	3	2	0	0.6	0
"Blattodea"	8	1	"calibrated"	"sum"	9	49	47	5	3	2	0	0.6	0
"Blattodea"	9	1	"calibrated"	"sum"	10	49	47	5	3	2	0	0.6	0
"Blattodea"	10	2	"calibrated"	"sum"	2	49	44	5	2	2	0	0.4	0
"Blattodea"	11	2	"calibrated"	"sum"	3	49	45	5	2	2	0	0.4	0
"Blattodea"	12	2	"calibrated"	"sum"	4	49	46	5	2	2	0	0.4	0
"Blattodea"	13	2	"calibrated"	"sum"	5	49	47	5	3	2	0	0.6	0
"Blattodea"	14	2	"calibrated"	"sum"	6	49	47	5	3	2	0	0.6	0
"Blattodea"	15	2	"calibrated"	"sum"	7	49	47	5	3	2	0	0.6	0
"Blattodea"	16	2	"calibrated"	"sum"	8	49	47	5	3	2	0	0.6	0
"Blattodea"	17	2	"calibrated"	"sum"	9	49	47	5	3	2	0	0.6	0
"Blattodea"	18	2	"calibrated"	"sum"	10	49	47	5	3	2	0	0.6	0
"Blattodea"	19	3	"calibrated"	"sum"	2	49	40	5	2	2	2	0.4	1
"Blattodea"	20	3	"calibrated"	"sum"	3	49	41	5	2	2	2	0.4	1
"Blattodea"	21	3	"calibrated"	"sum"	4	49	42	5	2	2	2	0.4	1
"Blattodea"	22	3	"calibrated"	"sum"	5	49	43	5	3	2	2	0.6	1
"Blattodea"	23	3	"calibrated"	"sum"	6	49	43	5	3	2	2	0.6	1
"Blattodea"	24	3	"calibrated"	"sum"	7	49	43	5	3	2	2	0.6	1
"Blattodea"	25	3	"calibrated"	"sum"	8	49	43	5	3	2	2	0.6	1
"Blattodea"	26	3	"calibrated"	"sum"	9	49	43	5	3	2	2	0.6	1
"Blattodea"	27	3	"calibrated"	"sum"	10	49	43	5	3	2	2	0.6	1
"Blattodea"	28	4	"calibrated"	"sum"	2	49	40	5	2	2	2	0.4	1
"Blattodea"	29	4	"calibrated"	"sum"	3	49	41	5	2	2	2	0.4	1
"Blattodea"	30	4	"calibrated"	"sum"	4	49	42	5	2	2	2	0.4	1
"Blattodea"	31	4	"calibrated"	"sum"	5	49	43	5	3	2	2	0.6	1
"Blattodea"	32	4	"calibrated"	"sum"	6	49	43	5	3	2	2	0.6	1
"Blattodea"	33	4	"calibrated"	"sum"	7	49	43	5	3	2	2	0.6	1
"Blattodea"	34	4	"calibrated"	"sum"	8	49	43	5	3	2	2	0.6	1
"Blattodea"	35	4	"calibrated"	"sum"	9	49	43	5	3	2	2	0.6	1
"Blattodea"	36	4	"calibrated"	"sum"	10	49	43	5	3	2	2	0.6	1
"Blattodea"	37	5	"calibrated"	"sum"	2	49	40	5	2	2	2	0.4	1
"Blattodea"	38	5	"calibrated"	"sum"	3	49	41	5	2	2	2	0.4	1
"Blattodea"	39	5	"calibrated"	"sum"	4	49	42	5	2	2	2	0.4	1
"Blattodea"	40	5	"calibrated"	"sum"	5	49	43	5	3	2	2	0.6	1
"Blattodea"	41	5	"calibrated"	"sum"	6	49	43	5	3	2	2	0.6	1
"Blattodea"	42	5	"calibrated"	"sum"	7	49	43	5	3	2	2	0.6	1
"Blattodea"	43	5	"calibrated"	"sum"	8	49	43	5	3	2	2	0.6	1
"Blattodea"	44	5	"calibrated"	"sum"	9	49	43	5	3	2	2	0.6	1
"Blattodea"	45	5	"calibrated"	"sum"	10	49	43	5	3	2	2	0.6	1
"Blattodea"	46	6	"calibrated"	"sum"	2	49	40	5	2	2	2	0.4	1
"Blattodea"	47	6	"calibrated"	"sum"	3	49	41	5	2	2	2	0.4	1
"Blattodea"	48	6	"calibrated"	"sum"	4	49	42	5	2	2	2	0.4	1
"Blattodea"	49	6	"calibrated"	"sum"	5	49	43	5	3	2	2	0.6	1
"Blattodea"	50	6	"calibrated"	"sum"	6	49	43	5	3	2	2	0.6	1
"Blattodea"	51	6	"calibrated"	"sum"	7	49	43	5	3	2	2	0.6	1
"Blattodea"	52	6	"calibrated"	"sum"	8	49	43	5	3	2	2	0.6	1
"Blattodea"	53	6	"calibrated"	"sum"	9	49	43	5	3	2	2	0.6	1
"Blattodea"	54	6	"calibrated"	"sum"	10	49	43	5	3	2	2	0.6	1
"Blattodea"	55	7	"calibrated"	"sum"	2	49	43	5	2	2	1	0.4	0.5
"Blattodea"	56	7	"calibrated"	"sum"	3	49	44	5	2	2	1	0.4	0.5
"Blattodea"	57	7	"calibrated"	"sum"	4	49	45	5	2	2	1	0.4	0.5
"Blattodea"	58	7	"calibrated"	"sum"	5	49	46	5	3	2	1	0.6	0.5
"Blattodea"	59	7	"calibrated"	"sum"	6	49	46	5	3	2	1	0.6	0.5
"Blattodea"	60	7	"calibrated"	"sum"	7	49	46	5	3	2	1	0.6	0.5
"Blattodea"	61	7	"calibrated"	"sum"	8	49	46	5	3	2	1	0.6	0.5
"Blattodea"	62	7	"calibrated"	"sum"	9	49	46	5	3	2	1	0.6	0.5
"Blattodea"	63	7	"calibrated"	"sum"	10	49	46	5	3	2	1	0.6	0.5
"Blattodea"	64	8	"calibrated"	"sum"	2	49	43	5	2	2	1	0.4	0.5
"Blattodea"	65	8	"calibrated"	"sum"	3	49	44	5	2	2	1	0.4	0.5
"Blattodea"	66	8	"calibrated"	"sum"	4	49	45	5	2	2	1	0.4	0.5
"Blattodea"	67	8	"calibrated"	"sum"	5	49	46	5	3	2	1	0.6	0.5
"Blattodea"	68	8	"calibrated"	"sum"	6	49	46	5	3	2	1	0.6	0.5
"Blattodea"	69	8	"calibrated"	"sum"	7	49	46	5	3	2	1	0.6	0.5
"Blattodea"	70	8	"calibrated"	"sum"	8	49	46	5	3	2	1	0.6	0.5
"Blattodea"	71	8	"calibrated"	"sum"	9	49	46	5	3	2	1	0.6	0.5
"Blattodea"	72	8	"calibrated"	"sum"	10	49	46	5	3	2	1	0.6	0.5
"Blattodea"	73	9	"calibrated"	"sum"	2	49	44	5	2	2	0	0.4	0
"Blattodea"	74	9	"calibrated"	"sum"	3	49	45	5	2	2	0	0.4	0
"Blattodea"	75	9	"calibrated"	"sum"	4	49	46	5	2	2	0	0.4	0
"Blattodea"	76	9	"calibrated"	"sum"	5	49	47	5	3	2	0	0.6	0
"Blattodea"	77	9	"calibrated"	"sum"	6	49	47	5	3	2	0	0.6	0
"Blattodea"	78	9	"calibrated"	"sum"	7	49	47	5	3	2	0	0.6	0
"Blattodea"	79	9	"calibrated"	"sum"	8	49	47	5	3	2	0	0.6	0
"Blattodea"	80	9	"calibrated"	"sum"	9	49	47	5	3	2	0	0.6	0
"Blattodea"	81	9	"calibrated"	"sum"	10	49	47	5	3	2	0	0.6	0
"Blattodea"	82	10	"calibrated"	"sum"	2	49	44	5	2	2	0	0.4	0
"Blattodea"	83	10	"calibrated"	"sum"	3	49	45	5	2	2	0	0.4	0
"Blattodea"	84	10	"calibrated"	"sum"	4	49	46	5	2	2	0	0.4	0
"Blattodea"	85	10	"calibrated"	"sum"	5	49	47	5	3	2	0	0.6	0
"Blattodea"	86	10	"calibrated"	"sum"	6	49	47	5	3	2	0	0.6	0
"Blattodea"	87	10	"calibrated"	"sum"	7	49	47	5	3	2	0	0.6	0
"Blattodea"	88	10	"calibrated"	"sum"	8	49	47	5	3	2	0	0.6	0
"Blattodea"	89	10	"calibrated"	"sum"	9	49	47	5	3	2	0	0.6	0
"Blattodea"	90	10	"calibrated"	"sum"	10	49	47	5	3	2	0	0.6	0
"Blattodea"	91	11	"calibrated"	"sum"	2	49	43	5	2	2	1	0.4	0.5
"Blattodea"	92	11	"calibrated"	"sum"	3	49	44	5	2	2	1	0.4	0.5
"Blattodea"	93	11	"calibrated"	"sum"	4	49	45	5	2	2	1	0.4	0.5
"Blattodea"	94	11	"calibrated"	"sum"	5	49	46	5	3	2	1	0.6	0.5
"Blattodea"	95	11	"calibrated"	"sum"	6	49	46	5	3	2	1	0.6	0.5
"Blattodea"	96	11	"calibrated"	"sum"	7	49	46	5	3	2	1	0.6	0.5
"Blattodea"	97	11	"calibrated"	"sum"	8	49	46	5	3	2	1	0.6	0.5
"Blattodea"	98	11	"calibrated"	"sum"	9	49	46	5	3	2	1	0.6	0.5
"Blattodea"	99	11	"calibrated"	"sum"	10	49	46	5	3	2	1	0.6	0.5
"Blattodea"	100	12	"calibrated"	"sum"	2	49	43	5	2	2	1	0.4	0.5
"Blattodea"	101	12	"calibrated"	"sum"	3	49	44	5	2	2	1	0.4	0.5
"Blattodea"	102	12	"calibrated"	"sum"	4	49	45	5	2	2	1	0.4	0.5
"Blattodea"	103	12	"calibrated"	"sum"	5	49	46	5	3	2	1	0.6	0.5
"Blattodea"	104	12	"calibrated"	"sum"	6	49	46	5	3	2	1	0.6	0.5
"Blattodea"	105	12	"calibrated"	"sum"	7	49	46	5	3	2	1	0.6	0.5
"Blattodea"	106	12	"calibrated"	"sum"	8	49	46	5	3	2	1	0.6	0.5
"Blattodea"	107	12	"calibrated"	"sum"	9	49	46	5	3	2	1	0.6	0.5
"Blattodea"	108	12	"calibrated"	"sum"	10	49	46	5	3	2	1	0.6	0.5
"Hymenoptera"	1	1	"calibrated"	"sum"	2	15886	3683	5680	186	491	217	0.0327464788732394	0.441955193482688
"Hymenoptera"	2	1	"calibrated"	"sum"	3	15886	3701	5680	187	491	217	0.0329225352112676	0.441955193482688
"Hymenoptera"	3	1	"calibrated"	"sum"	4	15886	3737	5680	192	491	216	0.0338028169014084	0.439918533604888
"Hymenoptera"	4	1	"calibrated"	"sum"	5	15886	3776	5680	199	491	213	0.0350352112676056	0.433808553971487
"Hymenoptera"	5	1	"calibrated"	"sum"	6	15886	3830	5680	208	491	212	0.0366197183098592	0.431771894093686
"Hymenoptera"	6	1	"calibrated"	"sum"	7	15886	3888	5680	212	491	210	0.0373239436619718	0.427698574338086
"Hymenoptera"	7	1	"calibrated"	"sum"	8	15886	3961	5680	224	491	209	0.0394366197183099	0.425661914460285
"Hymenoptera"	8	1	"calibrated"	"sum"	9	15886	4015	5680	237	491	208	0.0417253521126761	0.423625254582485
"Hymenoptera"	9	1	"calibrated"	"sum"	10	15886	4069	5680	247	491	208	0.0434859154929577	0.423625254582485
"Hymenoptera"	10	2	"calibrated"	"sum"	2	15886	3778	5680	206	491	209	0.0362676056338028	0.425661914460285
"Hymenoptera"	11	2	"calibrated"	"sum"	3	15886	3796	5680	207	491	209	0.036443661971831	0.425661914460285
"Hymenoptera"	12	2	"calibrated"	"sum"	4	15886	3832	5680	212	491	209	0.0373239436619718	0.425661914460285
"Hymenoptera"	13	2	"calibrated"	"sum"	5	15886	3870	5680	219	491	206	0.038556338028169	0.419551934826884
"Hymenoptera"	14	2	"calibrated"	"sum"	6	15886	3921	5680	228	491	205	0.0401408450704225	0.417515274949084
"Hymenoptera"	15	2	"calibrated"	"sum"	7	15886	3977	5680	232	491	203	0.0408450704225352	0.413441955193483
"Hymenoptera"	16	2	"calibrated"	"sum"	8	15886	4049	5680	244	491	202	0.0429577464788732	0.411405295315682
"Hymenoptera"	17	2	"calibrated"	"sum"	9	15886	4104	5680	256	491	201	0.0450704225352113	0.409368635437882
"Hymenoptera"	18	2	"calibrated"	"sum"	10	15886	4159	5680	266	491	201	0.046830985915493	0.409368635437882
"Hymenoptera"	19	3	"calibrated"	"sum"	2	15886	3590	5680	182	491	227	0.0320422535211268	0.462321792260692
"Hymenoptera"	20	3	"calibrated"	"sum"	3	15886	3608	5680	183	491	227	0.0322183098591549	0.462321792260692
"Hymenoptera"	21	3	"calibrated"	"sum"	4	15886	3644	5680	188	491	226	0.0330985915492958	0.460285132382892
"Hymenoptera"	22	3	"calibrated"	"sum"	5	15886	3683	5680	195	491	223	0.034330985915493	0.454175152749491
"Hymenoptera"	23	3	"calibrated"	"sum"	6	15886	3737	5680	204	491	222	0.0359154929577465	0.45213849287169
"Hymenoptera"	24	3	"calibrated"	"sum"	7	15886	3795	5680	208	491	220	0.0366197183098592	0.44806517311609
"Hymenoptera"	25	3	"calibrated"	"sum"	8	15886	3868	5680	220	491	219	0.0387323943661972	0.446028513238289
"Hymenoptera"	26	3	"calibrated"	"sum"	9	15886	3922	5680	233	491	218	0.0410211267605634	0.443991853360489
"Hymenoptera"	27	3	"calibrated"	"sum"	10	15886	3976	5680	243	491	218	0.0427816901408451	0.443991853360489
"Hymenoptera"	28	4	"calibrated"	"sum"	2	15886	3697	5680	200	491	222	0.0352112676056338	0.45213849287169
"Hymenoptera"	29	4	"calibrated"	"sum"	3	15886	3715	5680	201	491	222	0.035387323943662	0.45213849287169
"Hymenoptera"	30	4	"calibrated"	"sum"	4	15886	3751	5680	206	491	222	0.0362676056338028	0.45213849287169
"Hymenoptera"	31	4	"calibrated"	"sum"	5	15886	3789	5680	213	491	219	0.0375	0.446028513238289
"Hymenoptera"	32	4	"calibrated"	"sum"	6	15886	3840	5680	222	491	218	0.0390845070422535	0.443991853360489
"Hymenoptera"	33	4	"calibrated"	"sum"	7	15886	3896	5680	226	491	216	0.0397887323943662	0.439918533604888
"Hymenoptera"	34	4	"calibrated"	"sum"	8	15886	3968	5680	238	491	215	0.0419014084507042	0.437881873727088
"Hymenoptera"	35	4	"calibrated"	"sum"	9	15886	4023	5680	250	491	214	0.0440140845070423	0.435845213849287
"Hymenoptera"	36	4	"calibrated"	"sum"	10	15886	4078	5680	260	491	214	0.0457746478873239	0.435845213849287
"Hymenoptera"	37	5	"calibrated"	"sum"	2	15886	3592	5680	182	491	227	0.0320422535211268	0.462321792260692
"Hymenoptera"	38	5	"calibrated"	"sum"	3	15886	3610	5680	183	491	227	0.0322183098591549	0.462321792260692
"Hymenoptera"	39	5	"calibrated"	"sum"	4	15886	3646	5680	188	491	226	0.0330985915492958	0.460285132382892
"Hymenoptera"	40	5	"calibrated"	"sum"	5	15886	3685	5680	195	491	223	0.034330985915493	0.454175152749491
"Hymenoptera"	41	5	"calibrated"	"sum"	6	15886	3739	5680	204	491	222	0.0359154929577465	0.45213849287169
"Hymenoptera"	42	5	"calibrated"	"sum"	7	15886	3797	5680	208	491	220	0.0366197183098592	0.44806517311609
"Hymenoptera"	43	5	"calibrated"	"sum"	8	15886	3870	5680	220	491	219	0.0387323943661972	0.446028513238289
"Hymenoptera"	44	5	"calibrated"	"sum"	9	15886	3924	5680	233	491	218	0.0410211267605634	0.443991853360489
"Hymenoptera"	45	5	"calibrated"	"sum"	10	15886	3978	5680	243	491	218	0.0427816901408451	0.443991853360489
"Hymenoptera"	46	6	"calibrated"	"sum"	2	15886	3699	5680	200	491	222	0.0352112676056338	0.45213849287169
"Hymenoptera"	47	6	"calibrated"	"sum"	3	15886	3717	5680	201	491	222	0.035387323943662	0.45213849287169
