"taxon"	"run"	"count_type"	"cutoff_type"	"cutoff"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Blattodea"	13	"raw"	"max"	10	49	0	5	0	2	2	0	1
"Blattodea"	14	"raw"	"max"	20	49	0	5	0	2	2	0	1
"Blattodea"	15	"raw"	"max"	50	49	0	5	0	2	2	0	1
"Blattodea"	16	"raw"	"max"	100	49	0	5	0	2	2	0	1
"Blattodea"	17	"raw"	"max"	200	49	0	5	0	2	2	0	1
"Blattodea"	18	"raw"	"max"	500	49	0	5	0	2	2	0	1
"Blattodea"	19	"tot_proportional"	"sum"	1e-06	49	0	5	0	2	2	0	1
"Blattodea"	20	"tot_proportional"	"sum"	2e-06	49	0	5	0	2	2	0	1
"Blattodea"	21	"tot_proportional"	"sum"	5e-06	49	0	5	0	2	2	0	1
"Blattodea"	22	"tot_proportional"	"sum"	1e-05	49	0	5	0	2	2	0	1
"Blattodea"	23	"tot_proportional"	"sum"	2e-05	49	0	5	0	2	2	0	1
"Blattodea"	24	"tot_proportional"	"sum"	5e-05	49	0	5	0	2	2	0	1
"Blattodea"	25	"tot_proportional"	"sum"	1e-04	49	0	5	0	2	2	0	1
"Blattodea"	26	"tot_proportional"	"sum"	2e-04	49	0	5	0	2	2	0	1
"Blattodea"	27	"tot_proportional"	"sum"	5e-04	49	0	5	0	2	2	0	1
"Blattodea"	28	"tot_proportional"	"max"	1e-06	49	0	5	0	2	2	0	1
"Blattodea"	29	"tot_proportional"	"max"	2e-06	49	0	5	0	2	2	0	1
"Blattodea"	30	"tot_proportional"	"max"	5e-06	49	0	5	0	2	2	0	1
"Blattodea"	31	"tot_proportional"	"max"	1e-05	49	0	5	0	2	2	0	1
"Blattodea"	32	"tot_proportional"	"max"	2e-05	49	0	5	0	2	2	0	1
"Blattodea"	33	"tot_proportional"	"max"	5e-05	49	0	5	0	2	2	0	1
"Blattodea"	34	"tot_proportional"	"max"	1e-04	49	0	5	0	2	2	0	1
"Blattodea"	35	"tot_proportional"	"max"	2e-04	49	0	5	0	2	2	0	1
"Blattodea"	36	"tot_proportional"	"max"	5e-04	49	0	5	0	2	2	0	1
"Blattodea"	37	"sample_proportional"	"sum"	1e-06	49	0	5	0	2	2	0	1
"Blattodea"	38	"sample_proportional"	"sum"	2e-06	49	0	5	0	2	2	0	1
"Blattodea"	39	"sample_proportional"	"sum"	5e-06	49	0	5	0	2	2	0	1
"Blattodea"	40	"sample_proportional"	"sum"	1e-05	49	0	5	0	2	2	0	1
"Blattodea"	41	"sample_proportional"	"sum"	2e-05	49	0	5	0	2	2	0	1
"Blattodea"	42	"sample_proportional"	"sum"	5e-05	49	0	5	0	2	2	0	1
"Blattodea"	43	"sample_proportional"	"sum"	1e-04	49	0	5	0	2	2	0	1
"Blattodea"	44	"sample_proportional"	"sum"	2e-04	49	0	5	0	2	2	0	1
"Blattodea"	45	"sample_proportional"	"sum"	5e-04	49	0	5	0	2	2	0	1
"Blattodea"	46	"sample_proportional"	"max"	1e-06	49	0	5	0	2	2	0	1
"Blattodea"	47	"sample_proportional"	"max"	2e-06	49	0	5	0	2	2	0	1
"Blattodea"	48	"sample_proportional"	"max"	5e-06	49	0	5	0	2	2	0	1
"Blattodea"	49	"sample_proportional"	"max"	1e-05	49	0	5	0	2	2	0	1
"Blattodea"	50	"sample_proportional"	"max"	2e-05	49	0	5	0	2	2	0	1
"Blattodea"	51	"sample_proportional"	"max"	5e-05	49	0	5	0	2	2	0	1
"Blattodea"	52	"sample_proportional"	"max"	1e-04	49	0	5	0	2	2	0	1
"Blattodea"	53	"sample_proportional"	"max"	2e-04	49	0	5	0	2	2	0	1
"Blattodea"	54	"sample_proportional"	"max"	5e-04	49	0	5	0	2	2	0	1
"Blattodea"	55	"calibrated"	"sum"	1	49	0	5	0	2	2	0	1
"Blattodea"	56	"calibrated"	"sum"	2	49	0	5	0	2	2	0	1
"Blattodea"	57	"calibrated"	"sum"	5	49	0	5	0	2	2	0	1
"Blattodea"	58	"calibrated"	"sum"	10	49	0	5	0	2	2	0	1
"Blattodea"	59	"calibrated"	"sum"	20	49	0	5	0	2	2	0	1
"Blattodea"	60	"calibrated"	"sum"	50	49	0	5	0	2	2	0	1
"Blattodea"	61	"calibrated"	"sum"	100	49	0	5	0	2	2	0	1
"Blattodea"	62	"calibrated"	"sum"	200	49	0	5	0	2	2	0	1
"Blattodea"	63	"calibrated"	"sum"	500	49	0	5	0	2	2	0	1
"Blattodea"	64	"calibrated"	"max"	1	49	0	5	0	2	2	0	1
"Blattodea"	65	"calibrated"	"max"	2	49	0	5	0	2	2	0	1
"Blattodea"	66	"calibrated"	"max"	5	49	0	5	0	2	2	0	1
"Blattodea"	67	"calibrated"	"max"	10	49	0	5	0	2	2	0	1
"Blattodea"	68	"calibrated"	"max"	20	49	0	5	0	2	2	0	1
"Blattodea"	69	"calibrated"	"max"	50	49	0	5	0	2	2	0	1
"Blattodea"	70	"calibrated"	"max"	100	49	0	5	0	2	2	0	1
"Blattodea"	71	"calibrated"	"max"	200	49	0	5	0	2	2	0	1
"Blattodea"	72	"calibrated"	"max"	500	49	0	5	0	2	2	0	1
"Hymenoptera"	1	"raw"	"sum"	1	15886	0	5680	0	491	491	0	1
"Hymenoptera"	2	"raw"	"sum"	2	15886	0	5680	0	491	491	0	1
"Hymenoptera"	3	"raw"	"sum"	5	15886	0	5680	0	491	491	0	1
"Hymenoptera"	4	"raw"	"sum"	10	15886	0	5680	0	491	491	0	1
"Hymenoptera"	5	"raw"	"sum"	20	15886	0	5680	0	491	491	0	1
"Hymenoptera"	6	"raw"	"sum"	50	15886	0	5680	0	491	491	0	1
"Hymenoptera"	7	"raw"	"sum"	100	15886	0	5680	0	491	491	0	1
"Hymenoptera"	8	"raw"	"sum"	200	15886	0	5680	0	491	491	0	1
"Hymenoptera"	9	"raw"	"sum"	500	15886	0	5680	0	491	491	0	1
"Hymenoptera"	10	"raw"	"max"	1	15886	0	5680	0	491	491	0	1
"Hymenoptera"	11	"raw"	"max"	2	15886	0	5680	0	491	491	0	1
"Hymenoptera"	12	"raw"	"max"	5	15886	0	5680	0	491	491	0	1
"Hymenoptera"	13	"raw"	"max"	10	15886	0	5680	0	491	491	0	1
"Hymenoptera"	14	"raw"	"max"	20	15886	0	5680	0	491	491	0	1
"Hymenoptera"	15	"raw"	"max"	50	15886	0	5680	0	491	491	0	1
"Hymenoptera"	16	"raw"	"max"	100	15886	0	5680	0	491	491	0	1
"Hymenoptera"	17	"raw"	"max"	200	15886	0	5680	0	491	491	0	1
"Hymenoptera"	18	"raw"	"max"	500	15886	0	5680	0	491	491	0	1
"Hymenoptera"	19	"tot_proportional"	"sum"	1e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	20	"tot_proportional"	"sum"	2e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	21	"tot_proportional"	"sum"	5e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	22	"tot_proportional"	"sum"	1e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	23	"tot_proportional"	"sum"	2e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	24	"tot_proportional"	"sum"	5e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	25	"tot_proportional"	"sum"	1e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	26	"tot_proportional"	"sum"	2e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	27	"tot_proportional"	"sum"	5e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	28	"tot_proportional"	"max"	1e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	29	"tot_proportional"	"max"	2e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	30	"tot_proportional"	"max"	5e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	31	"tot_proportional"	"max"	1e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	32	"tot_proportional"	"max"	2e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	33	"tot_proportional"	"max"	5e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	34	"tot_proportional"	"max"	1e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	35	"tot_proportional"	"max"	2e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	36	"tot_proportional"	"max"	5e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	37	"sample_proportional"	"sum"	1e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	38	"sample_proportional"	"sum"	2e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	39	"sample_proportional"	"sum"	5e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	40	"sample_proportional"	"sum"	1e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	41	"sample_proportional"	"sum"	2e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	42	"sample_proportional"	"sum"	5e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	43	"sample_proportional"	"sum"	1e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	44	"sample_proportional"	"sum"	2e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	45	"sample_proportional"	"sum"	5e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	46	"sample_proportional"	"max"	1e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	47	"sample_proportional"	"max"	2e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	48	"sample_proportional"	"max"	5e-06	15886	0	5680	0	491	491	0	1
"Hymenoptera"	49	"sample_proportional"	"max"	1e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	50	"sample_proportional"	"max"	2e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	51	"sample_proportional"	"max"	5e-05	15886	0	5680	0	491	491	0	1
"Hymenoptera"	52	"sample_proportional"	"max"	1e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	53	"sample_proportional"	"max"	2e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	54	"sample_proportional"	"max"	5e-04	15886	0	5680	0	491	491	0	1
"Hymenoptera"	55	"calibrated"	"sum"	1	15886	0	5680	0	491	491	0	1
"Hymenoptera"	56	"calibrated"	"sum"	2	15886	0	5680	0	491	491	0	1
"Hymenoptera"	57	"calibrated"	"sum"	5	15886	0	5680	0	491	491	0	1
"Hymenoptera"	58	"calibrated"	"sum"	10	15886	0	5680	0	491	491	0	1
"Hymenoptera"	59	"calibrated"	"sum"	20	15886	0	5680	0	491	491	0	1
"Hymenoptera"	60	"calibrated"	"sum"	50	15886	0	5680	0	491	491	0	1
"Hymenoptera"	61	"calibrated"	"sum"	100	15886	0	5680	0	491	491	0	1
"Hymenoptera"	62	"calibrated"	"sum"	200	15886	0	5680	0	491	491	0	1
"Hymenoptera"	63	"calibrated"	"sum"	500	15886	0	5680	0	491	491	0	1
"Hymenoptera"	64	"calibrated"	"max"	1	15886	0	5680	0	491	491	0	1
"Hymenoptera"	65	"calibrated"	"max"	2	15886	0	5680	0	491	491	0	1
"Hymenoptera"	66	"calibrated"	"max"	5	15886	0	5680	0	491	491	0	1
"Hymenoptera"	67	"calibrated"	"max"	10	15886	0	5680	0	491	491	0	1
"Hymenoptera"	68	"calibrated"	"max"	20	15886	0	5680	0	491	491	0	1
"Hymenoptera"	69	"calibrated"	"max"	50	15886	0	5680	0	491	491	0	1
"Hymenoptera"	70	"calibrated"	"max"	100	15886	0	5680	0	491	491	0	1
"Hymenoptera"	71	"calibrated"	"max"	200	15886	0	5680	0	491	491	0	1
"Hymenoptera"	72	"calibrated"	"max"	500	15886	0	5680	0	491	491	0	1
"Orthoptera"	1	"raw"	"sum"	1	1431	0	27	0	13	13	0	1
"Orthoptera"	2	"raw"	"sum"	2	1431	0	27	0	13	13	0	1
"Orthoptera"	3	"raw"	"sum"	5	1431	0	27	0	13	13	0	1
"Orthoptera"	4	"raw"	"sum"	10	1431	0	27	0	13	13	0	1
"Orthoptera"	5	"raw"	"sum"	20	1431	0	27	0	13	13	0	1
"Orthoptera"	6	"raw"	"sum"	50	1431	0	27	0	13	13	0	1
"Orthoptera"	7	"raw"	"sum"	100	1431	0	27	0	13	13	0	1
"Orthoptera"	8	"raw"	"sum"	200	1431	0	27	0	13	13	0	1
"Orthoptera"	9	"raw"	"sum"	500	1431	0	27	0	13	13	0	1
"Orthoptera"	10	"raw"	"max"	1	1431	0	27	0	13	13	0	1
"Orthoptera"	11	"raw"	"max"	2	1431	0	27	0	13	13	0	1
"Orthoptera"	12	"raw"	"max"	5	1431	0	27	0	13	13	0	1
"Orthoptera"	13	"raw"	"max"	10	1431	0	27	0	13	13	0	1
"Orthoptera"	14	"raw"	"max"	20	1431	0	27	0	13	13	0	1
"Orthoptera"	15	"raw"	"max"	50	1431	0	27	0	13	13	0	1
"Orthoptera"	16	"raw"	"max"	100	1431	0	27	0	13	13	0	1
"Orthoptera"	17	"raw"	"max"	200	1431	0	27	0	13	13	0	1
"Orthoptera"	18	"raw"	"max"	500	1431	0	27	0	13	13	0	1
"Orthoptera"	19	"tot_proportional"	"sum"	1e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	20	"tot_proportional"	"sum"	2e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	21	"tot_proportional"	"sum"	5e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	22	"tot_proportional"	"sum"	1e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	23	"tot_proportional"	"sum"	2e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	24	"tot_proportional"	"sum"	5e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	25	"tot_proportional"	"sum"	1e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	26	"tot_proportional"	"sum"	2e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	27	"tot_proportional"	"sum"	5e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	28	"tot_proportional"	"max"	1e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	29	"tot_proportional"	"max"	2e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	30	"tot_proportional"	"max"	5e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	31	"tot_proportional"	"max"	1e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	32	"tot_proportional"	"max"	2e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	33	"tot_proportional"	"max"	5e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	34	"tot_proportional"	"max"	1e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	35	"tot_proportional"	"max"	2e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	36	"tot_proportional"	"max"	5e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	37	"sample_proportional"	"sum"	1e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	38	"sample_proportional"	"sum"	2e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	39	"sample_proportional"	"sum"	5e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	40	"sample_proportional"	"sum"	1e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	41	"sample_proportional"	"sum"	2e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	42	"sample_proportional"	"sum"	5e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	43	"sample_proportional"	"sum"	1e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	44	"sample_proportional"	"sum"	2e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	45	"sample_proportional"	"sum"	5e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	46	"sample_proportional"	"max"	1e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	47	"sample_proportional"	"max"	2e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	48	"sample_proportional"	"max"	5e-06	1431	0	27	0	13	13	0	1
"Orthoptera"	49	"sample_proportional"	"max"	1e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	50	"sample_proportional"	"max"	2e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	51	"sample_proportional"	"max"	5e-05	1431	0	27	0	13	13	0	1
"Orthoptera"	52	"sample_proportional"	"max"	1e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	53	"sample_proportional"	"max"	2e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	54	"sample_proportional"	"max"	5e-04	1431	0	27	0	13	13	0	1
"Orthoptera"	55	"calibrated"	"sum"	1	1431	0	27	0	13	13	0	1
"Orthoptera"	56	"calibrated"	"sum"	2	1431	0	27	0	13	13	0	1
"Orthoptera"	57	"calibrated"	"sum"	5	1431	0	27	0	13	13	0	1
"Orthoptera"	58	"calibrated"	"sum"	10	1431	0	27	0	13	13	0	1
"Orthoptera"	59	"calibrated"	"sum"	20	1431	0	27	0	13	13	0	1
"Orthoptera"	60	"calibrated"	"sum"	50	1431	0	27	0	13	13	0	1
"Orthoptera"	61	"calibrated"	"sum"	100	1431	0	27	0	13	13	0	1
"Orthoptera"	62	"calibrated"	"sum"	200	1431	0	27	0	13	13	0	1
"Orthoptera"	63	"calibrated"	"sum"	500	1431	0	27	0	13	13	0	1
"Orthoptera"	64	"calibrated"	"max"	1	1431	0	27	0	13	13	0	1
"Orthoptera"	65	"calibrated"	"max"	2	1431	0	27	0	13	13	0	1
"Orthoptera"	66	"calibrated"	"max"	5	1431	0	27	0	13	13	0	1
"Orthoptera"	67	"calibrated"	"max"	10	1431	0	27	0	13	13	0	1
"Orthoptera"	68	"calibrated"	"max"	20	1431	0	27	0	13	13	0	1
"Orthoptera"	69	"calibrated"	"max"	50	1431	0	27	0	13	13	0	1
"Orthoptera"	70	"calibrated"	"max"	100	1431	0	27	0	13	13	0	1
"Orthoptera"	71	"calibrated"	"max"	200	1431	0	27	0	13	13	0	1
"Orthoptera"	72	"calibrated"	"max"	500	1431	0	27	0	13	13	0	1
"Coleoptera"	1	"raw"	"sum"	1	3107	0	1698	0	233	233	0	1
"Coleoptera"	2	"raw"	"sum"	2	3107	0	1698	0	233	233	0	1
"Coleoptera"	3	"raw"	"sum"	5	3107	0	1698	0	233	233	0	1
"Coleoptera"	4	"raw"	"sum"	10	3107	0	1698	0	233	233	0	1
"Coleoptera"	5	"raw"	"sum"	20	3107	0	1698	0	233	233	0	1
"Coleoptera"	6	"raw"	"sum"	50	3107	0	1698	0	233	233	0	1
"Coleoptera"	7	"raw"	"sum"	100	3107	0	1698	0	233	233	0	1
"Coleoptera"	8	"raw"	"sum"	200	3107	0	1698	0	233	233	0	1
"Coleoptera"	9	"raw"	"sum"	500	3107	0	1698	0	233	233	0	1
"Coleoptera"	10	"raw"	"max"	1	3107	0	1698	0	233	233	0	1
"Coleoptera"	11	"raw"	"max"	2	3107	0	1698	0	233	233	0	1
"Coleoptera"	12	"raw"	"max"	5	3107	0	1698	0	233	233	0	1
"Coleoptera"	13	"raw"	"max"	10	3107	0	1698	0	233	233	0	1
"Coleoptera"	14	"raw"	"max"	20	3107	0	1698	0	233	233	0	1
"Coleoptera"	15	"raw"	"max"	50	3107	0	1698	0	233	233	0	1
"Coleoptera"	16	"raw"	"max"	100	3107	0	1698	0	233	233	0	1
"Coleoptera"	17	"raw"	"max"	200	3107	0	1698	0	233	233	0	1
"Coleoptera"	18	"raw"	"max"	500	3107	0	1698	0	233	233	0	1
"Coleoptera"	19	"tot_proportional"	"sum"	1e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	20	"tot_proportional"	"sum"	2e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	21	"tot_proportional"	"sum"	5e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	22	"tot_proportional"	"sum"	1e-05	3107	0	1698	0	233	233	0	1
"Coleoptera"	23	"tot_proportional"	"sum"	2e-05	3107	0	1698	0	233	233	0	1
"Coleoptera"	24	"tot_proportional"	"sum"	5e-05	3107	0	1698	0	233	233	0	1
"Coleoptera"	25	"tot_proportional"	"sum"	1e-04	3107	0	1698	0	233	233	0	1
"Coleoptera"	26	"tot_proportional"	"sum"	2e-04	3107	0	1698	0	233	233	0	1
"Coleoptera"	27	"tot_proportional"	"sum"	5e-04	3107	0	1698	0	233	233	0	1
"Coleoptera"	28	"tot_proportional"	"max"	1e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	29	"tot_proportional"	"max"	2e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	30	"tot_proportional"	"max"	5e-06	3107	0	1698	0	233	233	0	1
"Coleoptera"	31	"tot_proportional"	"max"	1e-05	3107	0	1698	0	233	233	0	1
