"taxon"	"run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Blattodea"	15	TRUE	"dadn"	0.8	49	31	5	1	2	2	0.2	1
"Blattodea"	16	TRUE	"dadn"	1	49	29	5	1	2	2	0.2	1
"Blattodea"	17	TRUE	"dadn"	1.2	49	25	5	1	2	2	0.2	1
"Blattodea"	18	TRUE	"dadn"	1.5	49	22	5	1	2	2	0.2	1
"Blattodea"	19	TRUE	"wdadn"	0.1	49	33	5	2	2	2	0.4	1
"Blattodea"	20	TRUE	"wdadn"	0.3	49	32	5	1	2	2	0.2	1
"Blattodea"	21	TRUE	"wdadn"	0.5	49	30	5	1	2	2	0.2	1
"Blattodea"	22	TRUE	"wdadn"	0.7	49	27	5	1	2	2	0.2	1
"Blattodea"	23	TRUE	"wdadn"	0.9	49	26	5	1	2	2	0.2	1
"Blattodea"	24	TRUE	"wdadn"	1.1	49	22	5	1	2	2	0.2	1
"Hymenoptera"	1	FALSE	"dadn"	1	15886	11198	5680	3427	491	49	0.603345070422535	0.09979633401222
"Hymenoptera"	2	FALSE	"dadn"	1.2	15886	10643	5680	3195	491	64	0.5625	0.130346232179226
"Hymenoptera"	3	FALSE	"dadn"	1.5	15886	9568	5680	2728	491	94	0.480281690140845	0.191446028513238
"Hymenoptera"	4	FALSE	"dadn"	1.8	15886	8428	5680	2279	491	130	0.401232394366197	0.264765784114053
"Hymenoptera"	5	FALSE	"dadn"	2.1	15886	7261	5680	1816	491	169	0.319718309859155	0.344195519348269
"Hymenoptera"	6	FALSE	"dadn"	2.4	15886	6124	5680	1408	491	200	0.247887323943662	0.407331975560081
"Hymenoptera"	7	FALSE	"wdadn"	0.8	15886	8964	5680	2409	491	125	0.424119718309859	0.254582484725051
"Hymenoptera"	8	FALSE	"wdadn"	0.9	15886	8293	5680	2148	491	142	0.378169014084507	0.289205702647658
"Hymenoptera"	9	FALSE	"wdadn"	1	15886	7625	5680	1876	491	155	0.330281690140845	0.315682281059063
"Hymenoptera"	10	FALSE	"wdadn"	1.1	15886	7051	5680	1640	491	174	0.288732394366197	0.354378818737271
"Hymenoptera"	11	FALSE	"wdadn"	1.2	15886	6389	5680	1368	491	195	0.240845070422535	0.397148676171079
"Hymenoptera"	12	FALSE	"wdadn"	1.3	15886	5833	5680	1162	491	211	0.204577464788732	0.429735234215886
"Hymenoptera"	13	TRUE	"dadn"	0.4	15886	3659	5680	203	491	220	0.0357394366197183	0.44806517311609
"Hymenoptera"	14	TRUE	"dadn"	0.6	15886	3574	5680	195	491	219	0.034330985915493	0.446028513238289
"Hymenoptera"	15	TRUE	"dadn"	0.8	15886	3442	5680	181	491	224	0.0318661971830986	0.456211812627291
"Hymenoptera"	16	TRUE	"dadn"	1	15886	3312	5680	169	491	230	0.0297535211267606	0.468431771894094
"Hymenoptera"	17	TRUE	"dadn"	1.2	15886	3169	5680	158	491	244	0.0278169014084507	0.496945010183299
"Hymenoptera"	18	TRUE	"dadn"	1.5	15886	2901	5680	138	491	260	0.0242957746478873	0.529531568228106
"Hymenoptera"	19	TRUE	"wdadn"	0.1	15886	3655	5680	202	491	221	0.0355633802816901	0.45010183299389
"Hymenoptera"	20	TRUE	"wdadn"	0.3	15886	3468	5680	185	491	240	0.0325704225352113	0.488798370672098
"Hymenoptera"	21	TRUE	"wdadn"	0.5	15886	3251	5680	162	491	248	0.0285211267605634	0.505091649694501
"Hymenoptera"	22	TRUE	"wdadn"	0.7	15886	3016	5680	136	491	263	0.023943661971831	0.535641547861507
"Hymenoptera"	23	TRUE	"wdadn"	0.9	15886	2793	5680	118	491	275	0.0207746478873239	0.560081466395112
"Hymenoptera"	24	TRUE	"wdadn"	1.1	15886	2542	5680	101	491	293	0.0177816901408451	0.596741344195519
"Orthoptera"	1	FALSE	"dadn"	1	1431	1229	27	8	13	2	0.296296296296296	0.153846153846154
"Orthoptera"	2	FALSE	"dadn"	1.2	1431	1223	27	8	13	4	0.296296296296296	0.307692307692308
"Orthoptera"	3	FALSE	"dadn"	1.5	1431	1210	27	6	13	4	0.222222222222222	0.307692307692308
"Orthoptera"	4	FALSE	"dadn"	1.8	1431	1205	27	6	13	6	0.222222222222222	0.461538461538462
"Orthoptera"	5	FALSE	"dadn"	2.1	1431	1198	27	6	13	8	0.222222222222222	0.615384615384615
"Orthoptera"	6	FALSE	"dadn"	2.4	1431	1195	27	6	13	8	0.222222222222222	0.615384615384615
"Orthoptera"	7	FALSE	"wdadn"	0.8	1431	1220	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	8	FALSE	"wdadn"	0.9	1431	1215	27	5	13	3	0.185185185185185	0.230769230769231
"Orthoptera"	9	FALSE	"wdadn"	1	1431	1211	27	5	13	5	0.185185185185185	0.384615384615385
"Orthoptera"	10	FALSE	"wdadn"	1.1	1431	1204	27	5	13	6	0.185185185185185	0.461538461538462
"Orthoptera"	11	FALSE	"wdadn"	1.2	1431	1203	27	4	13	6	0.148148148148148	0.461538461538462
"Orthoptera"	12	FALSE	"wdadn"	1.3	1431	1201	27	4	13	6	0.148148148148148	0.461538461538462
"Orthoptera"	13	TRUE	"dadn"	0.4	1431	618	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	14	TRUE	"dadn"	0.6	1431	614	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	15	TRUE	"dadn"	0.8	1431	612	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	16	TRUE	"dadn"	1	1431	608	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	17	TRUE	"dadn"	1.2	1431	600	27	6	13	5	0.222222222222222	0.384615384615385
"Orthoptera"	18	TRUE	"dadn"	1.5	1431	589	27	5	13	5	0.185185185185185	0.384615384615385
"Orthoptera"	19	TRUE	"wdadn"	0.1	1431	620	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	20	TRUE	"wdadn"	0.3	1431	615	27	6	13	3	0.222222222222222	0.230769230769231
"Orthoptera"	21	TRUE	"wdadn"	0.5	1431	603	27	5	13	4	0.185185185185185	0.307692307692308
"Orthoptera"	22	TRUE	"wdadn"	0.7	1431	598	27	5	13	4	0.185185185185185	0.307692307692308
"Orthoptera"	23	TRUE	"wdadn"	0.9	1431	592	27	5	13	4	0.185185185185185	0.307692307692308
"Orthoptera"	24	TRUE	"wdadn"	1.1	1431	584	27	5	13	6	0.185185185185185	0.461538461538462
"Coleoptera"	1	FALSE	"dadn"	1	3107	1070	1698	281	233	56	0.165488810365135	0.240343347639485
"Coleoptera"	2	FALSE	"dadn"	1.2	3107	933	1698	189	233	70	0.1113074204947	0.300429184549356
"Coleoptera"	3	FALSE	"dadn"	1.5	3107	759	1698	97	233	85	0.0571260306242638	0.36480686695279
"Coleoptera"	4	FALSE	"dadn"	1.8	3107	644	1698	47	233	94	0.0276796230859835	0.40343347639485
"Coleoptera"	5	FALSE	"dadn"	2.1	3107	558	1698	28	233	116	0.016489988221437	0.497854077253219
"Coleoptera"	6	FALSE	"dadn"	2.4	3107	493	1698	17	233	130	0.0100117785630153	0.55793991416309
"Coleoptera"	7	FALSE	"wdadn"	0.8	3107	827	1698	124	233	83	0.0730270906949352	0.356223175965665
"Coleoptera"	8	FALSE	"wdadn"	0.9	3107	762	1698	83	233	89	0.0488810365135453	0.381974248927039
"Coleoptera"	9	FALSE	"wdadn"	1	3107	700	1698	57	233	96	0.0335689045936396	0.412017167381974
"Coleoptera"	10	FALSE	"wdadn"	1.1	3107	653	1698	45	233	100	0.0265017667844523	0.429184549356223
"Coleoptera"	11	FALSE	"wdadn"	1.2	3107	614	1698	34	233	107	0.0200235571260306	0.459227467811159
"Coleoptera"	12	FALSE	"wdadn"	1.3	3107	584	1698	28	233	113	0.016489988221437	0.484978540772532
"Coleoptera"	13	TRUE	"dadn"	0.4	3107	719	1698	33	233	66	0.019434628975265	0.283261802575107
"Coleoptera"	14	TRUE	"dadn"	0.6	3107	693	1698	27	233	71	0.0159010600706714	0.304721030042918
"Coleoptera"	15	TRUE	"dadn"	0.8	3107	667	1698	24	233	76	0.0141342756183746	0.32618025751073
"Coleoptera"	16	TRUE	"dadn"	1	3107	632	1698	18	233	84	0.0106007067137809	0.360515021459227
"Coleoptera"	17	TRUE	"dadn"	1.2	3107	602	1698	17	233	92	0.0100117785630153	0.394849785407725
"Coleoptera"	18	TRUE	"dadn"	1.5	3107	544	1698	15	233	103	0.0088339222614841	0.44206008583691
"Coleoptera"	19	TRUE	"wdadn"	0.1	3107	736	1698	39	233	66	0.0229681978798587	0.283261802575107
"Coleoptera"	20	TRUE	"wdadn"	0.3	3107	687	1698	26	233	75	0.0153121319199058	0.321888412017167
"Coleoptera"	21	TRUE	"wdadn"	0.5	3107	646	1698	21	233	84	0.0123674911660777	0.360515021459227
"Coleoptera"	22	TRUE	"wdadn"	0.7	3107	606	1698	17	233	94	0.0100117785630153	0.40343347639485
"Coleoptera"	23	TRUE	"wdadn"	0.9	3107	558	1698	14	233	103	0.00824499411071849	0.44206008583691
"Coleoptera"	24	TRUE	"wdadn"	1.1	3107	518	1698	13	233	114	0.00765606595995289	0.489270386266094
"Entomobryomorpha"	1	FALSE	"dadn"	1	976	561	193	11	82	50	0.0569948186528497	0.609756097560976
"Entomobryomorpha"	2	FALSE	"dadn"	1.2	976	543	193	11	82	52	0.0569948186528497	0.634146341463415
"Entomobryomorpha"	3	FALSE	"dadn"	1.5	976	502	193	8	82	56	0.0414507772020725	0.682926829268293
"Entomobryomorpha"	4	FALSE	"dadn"	1.8	976	472	193	7	82	59	0.0362694300518135	0.719512195121951
"Entomobryomorpha"	5	FALSE	"dadn"	2.1	976	445	193	6	82	62	0.0310880829015544	0.75609756097561
"Entomobryomorpha"	6	FALSE	"dadn"	2.4	976	409	193	4	82	66	0.0207253886010363	0.804878048780488
"Entomobryomorpha"	7	FALSE	"wdadn"	0.8	976	516	193	7	82	54	0.0362694300518135	0.658536585365854
"Entomobryomorpha"	8	FALSE	"wdadn"	0.9	976	503	193	8	82	55	0.0414507772020725	0.670731707317073
"Entomobryomorpha"	9	FALSE	"wdadn"	1	976	489	193	9	82	58	0.0466321243523316	0.707317073170732
"Entomobryomorpha"	10	FALSE	"wdadn"	1.1	976	471	193	8	82	59	0.0414507772020725	0.719512195121951
"Entomobryomorpha"	11	FALSE	"wdadn"	1.2	976	460	193	8	82	60	0.0414507772020725	0.731707317073171
"Entomobryomorpha"	12	FALSE	"wdadn"	1.3	976	446	193	5	82	60	0.0259067357512953	0.731707317073171
"Entomobryomorpha"	13	TRUE	"dadn"	0.4	976	465	193	10	82	43	0.0518134715025907	0.524390243902439
"Entomobryomorpha"	14	TRUE	"dadn"	0.6	976	441	193	9	82	44	0.0466321243523316	0.536585365853659
"Entomobryomorpha"	15	TRUE	"dadn"	0.8	976	416	193	9	82	51	0.0466321243523316	0.621951219512195
"Entomobryomorpha"	16	TRUE	"dadn"	1	976	388	193	8	82	57	0.0414507772020725	0.695121951219512
"Entomobryomorpha"	17	TRUE	"dadn"	1.2	976	361	193	9	82	58	0.0466321243523316	0.707317073170732
"Entomobryomorpha"	18	TRUE	"dadn"	1.5	976	322	193	6	82	61	0.0310880829015544	0.74390243902439
"Entomobryomorpha"	19	TRUE	"wdadn"	0.1	976	473	193	14	82	44	0.0725388601036269	0.536585365853659
"Entomobryomorpha"	20	TRUE	"wdadn"	0.3	976	440	193	8	82	45	0.0414507772020725	0.548780487804878
"Entomobryomorpha"	21	TRUE	"wdadn"	0.5	976	399	193	7	82	55	0.0362694300518135	0.670731707317073
"Entomobryomorpha"	22	TRUE	"wdadn"	0.7	976	365	193	6	82	58	0.0310880829015544	0.707317073170732
"Entomobryomorpha"	23	TRUE	"wdadn"	0.9	976	334	193	6	82	61	0.0310880829015544	0.74390243902439
"Entomobryomorpha"	24	TRUE	"wdadn"	1.1	976	299	193	6	82	64	0.0310880829015544	0.780487804878049
"Hemiptera"	1	FALSE	"dadn"	1	2142	764	878	210	116	30	0.239179954441913	0.258620689655172
"Hemiptera"	2	FALSE	"dadn"	1.2	2142	665	878	157	116	36	0.17881548974943	0.310344827586207
"Hemiptera"	3	FALSE	"dadn"	1.5	2142	543	878	96	116	41	0.109339407744875	0.353448275862069
"Hemiptera"	4	FALSE	"dadn"	1.8	2142	450	878	57	116	51	0.0649202733485194	0.439655172413793
"Hemiptera"	5	FALSE	"dadn"	2.1	2142	382	878	36	116	58	0.041002277904328	0.5
"Hemiptera"	6	FALSE	"dadn"	2.4	2142	332	878	26	116	66	0.0296127562642369	0.568965517241379
"Hemiptera"	7	FALSE	"wdadn"	0.8	2142	560	878	109	116	45	0.124145785876993	0.387931034482759
"Hemiptera"	8	FALSE	"wdadn"	0.9	2142	509	878	80	116	46	0.0911161731207289	0.396551724137931
"Hemiptera"	9	FALSE	"wdadn"	1	2142	446	878	61	116	51	0.0694760820045558	0.439655172413793
"Hemiptera"	10	FALSE	"wdadn"	1.1	2142	423	878	47	116	54	0.0535307517084282	0.46551724137931
"Hemiptera"	11	FALSE	"wdadn"	1.2	2142	392	878	39	116	57	0.0444191343963554	0.491379310344828
"Hemiptera"	12	FALSE	"wdadn"	1.3	2142	371	878	30	116	59	0.0341685649202733	0.508620689655172
"Hemiptera"	13	TRUE	"dadn"	0.4	2142	508	878	33	116	34	0.0375854214123007	0.293103448275862
"Hemiptera"	14	TRUE	"dadn"	0.6	2142	494	878	29	116	36	0.0330296127562642	0.310344827586207
"Hemiptera"	15	TRUE	"dadn"	0.8	2142	462	878	26	116	40	0.0296127562642369	0.344827586206897
"Hemiptera"	16	TRUE	"dadn"	1	2142	430	878	22	116	46	0.0250569476082005	0.396551724137931
"Hemiptera"	17	TRUE	"dadn"	1.2	2142	394	878	18	116	49	0.020501138952164	0.422413793103448
"Hemiptera"	18	TRUE	"dadn"	1.5	2142	330	878	13	116	54	0.0148063781321185	0.46551724137931
"Hemiptera"	19	TRUE	"wdadn"	0.1	2142	511	878	36	116	34	0.041002277904328	0.293103448275862
"Hemiptera"	20	TRUE	"wdadn"	0.3	2142	475	878	29	116	42	0.0330296127562642	0.362068965517241
"Hemiptera"	21	TRUE	"wdadn"	0.5	2142	429	878	22	116	46	0.0250569476082005	0.396551724137931
"Hemiptera"	22	TRUE	"wdadn"	0.7	2142	385	878	17	116	51	0.0193621867881549	0.439655172413793
"Hemiptera"	23	TRUE	"wdadn"	0.9	2142	347	878	15	116	55	0.0170842824601367	0.474137931034483
"Hemiptera"	24	TRUE	"wdadn"	1.1	2142	300	878	12	116	62	0.0136674259681093	0.53448275862069
"Lepidoptera"	1	FALSE	"dadn"	1	1968	837	1587	587	47	4	0.369880277252678	0.0851063829787234
"Lepidoptera"	2	FALSE	"dadn"	1.2	1968	703	1587	461	47	6	0.290485192186515	0.127659574468085
"Lepidoptera"	3	FALSE	"dadn"	1.5	1968	529	1587	297	47	9	0.187145557655955	0.191489361702128
"Lepidoptera"	4	FALSE	"dadn"	1.8	1968	406	1587	191	47	11	0.120352867044739	0.234042553191489
"Lepidoptera"	5	FALSE	"dadn"	2.1	1968	304	1587	106	47	13	0.0667926906112161	0.276595744680851
"Lepidoptera"	6	FALSE	"dadn"	2.4	1968	251	1587	70	47	15	0.0441083805923125	0.319148936170213
"Lepidoptera"	7	FALSE	"wdadn"	0.8	1968	558	1587	332	47	8	0.209199747952111	0.170212765957447
"Lepidoptera"	8	FALSE	"wdadn"	0.9	1968	473	1587	258	47	8	0.162570888468809	0.170212765957447
"Lepidoptera"	9	FALSE	"wdadn"	1	1968	410	1587	205	47	10	0.129174543163201	0.212765957446809
"Lepidoptera"	10	FALSE	"wdadn"	1.1	1968	356	1587	156	47	11	0.0982986767485822	0.234042553191489
"Lepidoptera"	11	FALSE	"wdadn"	1.2	1968	314	1587	123	47	13	0.0775047258979206	0.276595744680851
"Lepidoptera"	12	FALSE	"wdadn"	1.3	1968	278	1587	95	47	14	0.0598613736609956	0.297872340425532
"Lepidoptera"	13	TRUE	"dadn"	0.4	1968	233	1587	44	47	14	0.0277252678008822	0.297872340425532
"Lepidoptera"	14	TRUE	"dadn"	0.6	1968	224	1587	35	47	14	0.0220541902961563	0.297872340425532
"Lepidoptera"	15	TRUE	"dadn"	0.8	1968	219	1587	32	47	15	0.0201638311279143	0.319148936170213
"Lepidoptera"	16	TRUE	"dadn"	1	1968	206	1587	24	47	16	0.0151228733459357	0.340425531914894
"Lepidoptera"	17	TRUE	"dadn"	1.2	1968	199	1587	20	47	17	0.0126023944549464	0.361702127659574
"Lepidoptera"	18	TRUE	"dadn"	1.5	1968	186	1587	13	47	20	0.00819155639571519	0.425531914893617
"Lepidoptera"	19	TRUE	"wdadn"	0.1	1968	244	1587	55	47	14	0.0346565847511027	0.297872340425532
"Lepidoptera"	20	TRUE	"wdadn"	0.3	1968	219	1587	35	47	16	0.0220541902961563	0.340425531914894
"Lepidoptera"	21	TRUE	"wdadn"	0.5	1968	202	1587	26	47	18	0.0163831127914304	0.382978723404255
"Lepidoptera"	22	TRUE	"wdadn"	0.7	1968	188	1587	17	47	19	0.0107120352867045	0.404255319148936
"Lepidoptera"	23	TRUE	"wdadn"	0.9	1968	174	1587	10	47	20	0.00630119722747322	0.425531914893617
"Lepidoptera"	24	TRUE	"wdadn"	1.1	1968	162	1587	8	47	22	0.00504095778197858	0.468085106382979
"Dermaptera"	1	FALSE	"dadn"	1	9	2	5	0	0	0	0	NA
"Dermaptera"	2	FALSE	"dadn"	1.2	9	1	5	0	0	0	0	NA
"Dermaptera"	3	FALSE	"dadn"	1.5	9	1	5	0	0	0	0	NA
"Dermaptera"	4	FALSE	"dadn"	1.8	9	1	5	0	0	0	0	NA
"Dermaptera"	5	FALSE	"dadn"	2.1	9	0	5	0	0	0	0	NA
"Dermaptera"	6	FALSE	"dadn"	2.4	9	0	5	0	0	0	0	NA
"Dermaptera"	7	FALSE	"wdadn"	0.8	9	1	5	0	0	0	0	NA
"Dermaptera"	8	FALSE	"wdadn"	0.9	9	1	5	0	0	0	0	NA
"Dermaptera"	9	FALSE	"wdadn"	1	9	1	5	0	0	0	0	NA
"Dermaptera"	10	FALSE	"wdadn"	1.1	9	1	5	0	0	0	0	NA
"Dermaptera"	11	FALSE	"wdadn"	1.2	9	1	5	0	0	0	0	NA
"Dermaptera"	12	FALSE	"wdadn"	1.3	9	1	5	0	0	0	0	NA
"Dermaptera"	13	TRUE	"dadn"	0.4	9	2	5	1	0	0	0.2	NA
"Dermaptera"	14	TRUE	"dadn"	0.6	9	1	5	0	0	0	0	NA
"Dermaptera"	15	TRUE	"dadn"	0.8	9	0	5	0	0	0	0	NA
"Dermaptera"	16	TRUE	"dadn"	1	9	0	5	0	0	0	0	NA
"Dermaptera"	17	TRUE	"dadn"	1.2	9	0	5	0	0	0	0	NA
"Dermaptera"	18	TRUE	"dadn"	1.5	9	0	5	0	0	0	0	NA
"Dermaptera"	19	TRUE	"wdadn"	0.1	9	2	5	1	0	0	0.2	NA
"Dermaptera"	20	TRUE	"wdadn"	0.3	9	0	5	0	0	0	0	NA
"Dermaptera"	21	TRUE	"wdadn"	0.5	9	0	5	0	0	0	0	NA
"Dermaptera"	22	TRUE	"wdadn"	0.7	9	0	5	0	0	0	0	NA
"Dermaptera"	23	TRUE	"wdadn"	0.9	9	0	5	0	0	0	0	NA
"Dermaptera"	24	TRUE	"wdadn"	1.1	9	0	5	0	0	0	0	NA
"Plecoptera"	1	FALSE	"dadn"	1	64	22	38	2	9	2	0.0526315789473684	0.222222222222222
"Plecoptera"	2	FALSE	"dadn"	1.2	64	20	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	3	FALSE	"dadn"	1.5	64	18	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	4	FALSE	"dadn"	1.8	64	17	38	2	9	4	0.0526315789473684	0.444444444444444
"Plecoptera"	5	FALSE	"dadn"	2.1	64	15	38	1	9	4	0.0263157894736842	0.444444444444444
"Plecoptera"	6	FALSE	"dadn"	2.4	64	12	38	1	9	5	0.0263157894736842	0.555555555555556
"Plecoptera"	7	FALSE	"wdadn"	0.8	64	19	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	8	FALSE	"wdadn"	0.9	64	17	38	2	9	5	0.0526315789473684	0.555555555555556
"Plecoptera"	9	FALSE	"wdadn"	1	64	16	38	1	9	5	0.0263157894736842	0.555555555555556
"Plecoptera"	10	FALSE	"wdadn"	1.1	64	16	38	1	9	5	0.0263157894736842	0.555555555555556
"Plecoptera"	11	FALSE	"wdadn"	1.2	64	16	38	1	9	5	0.0263157894736842	0.555555555555556
"Plecoptera"	12	FALSE	"wdadn"	1.3	64	13	38	1	9	5	0.0263157894736842	0.555555555555556
"Plecoptera"	13	TRUE	"dadn"	0.4	64	21	38	2	9	2	0.0526315789473684	0.222222222222222
"Plecoptera"	14	TRUE	"dadn"	0.6	64	20	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	15	TRUE	"dadn"	0.8	64	20	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	16	TRUE	"dadn"	1	64	20	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	17	TRUE	"dadn"	1.2	64	18	38	2	9	4	0.0526315789473684	0.444444444444444
"Plecoptera"	18	TRUE	"dadn"	1.5	64	17	38	2	9	4	0.0526315789473684	0.444444444444444
"Plecoptera"	19	TRUE	"wdadn"	0.1	64	22	38	3	9	2	0.0789473684210526	0.222222222222222
"Plecoptera"	20	TRUE	"wdadn"	0.3	64	20	38	2	9	2	0.0526315789473684	0.222222222222222
"Plecoptera"	21	TRUE	"wdadn"	0.5	64	19	38	2	9	3	0.0526315789473684	0.333333333333333
"Plecoptera"	22	TRUE	"wdadn"	0.7	64	18	38	2	9	4	0.0526315789473684	0.444444444444444
"Plecoptera"	23	TRUE	"wdadn"	0.9	64	15	38	2	9	6	0.0526315789473684	0.666666666666667
"Plecoptera"	24	TRUE	"wdadn"	1.1	64	13	38	1	9	6	0.0263157894736842	0.666666666666667
"Psocodea"	1	FALSE	"dadn"	1	131	47	67	4	15	8	0.0597014925373134	0.533333333333333
"Psocodea"	2	FALSE	"dadn"	1.2	131	45	67	3	15	10	0.0447761194029851	0.666666666666667
"Psocodea"	3	FALSE	"dadn"	1.5	131	41	67	3	15	11	0.0447761194029851	0.733333333333333
"Psocodea"	4	FALSE	"dadn"	1.8	131	37	67	2	15	12	0.0298507462686567	0.8
"Psocodea"	5	FALSE	"dadn"	2.1	131	35	67	1	15	12	0.0149253731343284	0.8
"Psocodea"	6	FALSE	"dadn"	2.4	131	35	67	1	15	12	0.0149253731343284	0.8
"Psocodea"	7	FALSE	"wdadn"	0.8	131	40	67	1	15	10	0.0149253731343284	0.666666666666667
"Psocodea"	8	FALSE	"wdadn"	0.9	131	40	67	1	15	10	0.0149253731343284	0.666666666666667
"Psocodea"	9	FALSE	"wdadn"	1	131	37	67	1	15	11	0.0149253731343284	0.733333333333333
"Psocodea"	10	FALSE	"wdadn"	1.1	131	36	67	1	15	11	0.0149253731343284	0.733333333333333
"Psocodea"	11	FALSE	"wdadn"	1.2	131	34	67	1	15	13	0.0149253731343284	0.866666666666667
"Psocodea"	12	FALSE	"wdadn"	1.3	131	32	67	1	15	13	0.0149253731343284	0.866666666666667
"Psocodea"	13	TRUE	"dadn"	0.4	131	26	67	2	15	10	0.0298507462686567	0.666666666666667
"Psocodea"	14	TRUE	"dadn"	0.6	131	26	67	2	15	10	0.0298507462686567	0.666666666666667
