"taxon"	"run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Psocodea"	37	FALSE	"dadn"	5	131	10	67	0	15	14	0	0.933333333333333
"Psocodea"	38	FALSE	"dadn"	6	131	4	67	0	15	15	0	1
"Symphypleona"	35	FALSE	"dadn"	4	239	49	70	2	24	21	0.0285714285714286	0.875
"Symphypleona"	36	FALSE	"dadn"	4.5	239	42	70	2	24	24	0.0285714285714286	1
"Symphypleona"	37	FALSE	"dadn"	5	239	38	70	2	24	24	0.0285714285714286	1
"Symphypleona"	38	FALSE	"dadn"	6	239	27	70	0	24	24	0	1
"Trichoptera"	35	FALSE	"dadn"	4	470	12	157	1	5	4	0.00636942675159236	0.8
"Trichoptera"	36	FALSE	"dadn"	4.5	470	11	157	1	5	4	0.00636942675159236	0.8
"Trichoptera"	37	FALSE	"dadn"	5	470	11	157	1	5	4	0.00636942675159236	0.8
"Trichoptera"	38	FALSE	"dadn"	6	470	8	157	0	5	4	0	0.8
"Mecoptera"	35	FALSE	"dadn"	4	10	1	5	0	0	0	0	NA
"Mecoptera"	36	FALSE	"dadn"	4.5	10	1	5	0	0	0	0	NA
"Mecoptera"	37	FALSE	"dadn"	5	10	1	5	0	0	0	0	NA
"Mecoptera"	38	FALSE	"dadn"	6	10	1	5	0	0	0	0	NA
"Raphidioptera"	35	FALSE	"dadn"	4	5	0	3	0	0	0	0	NA
"Raphidioptera"	36	FALSE	"dadn"	4.5	5	0	3	0	0	0	0	NA
"Raphidioptera"	37	FALSE	"dadn"	5	5	0	3	0	0	0	0	NA
"Raphidioptera"	38	FALSE	"dadn"	6	5	0	3	0	0	0	0	NA
"Thysanoptera"	35	FALSE	"dadn"	4	80	1	57	0	3	3	0	1
"Thysanoptera"	36	FALSE	"dadn"	4.5	80	1	57	0	3	3	0	1
"Thysanoptera"	37	FALSE	"dadn"	5	80	1	57	0	3	3	0	1
"Thysanoptera"	38	FALSE	"dadn"	6	80	1	57	0	3	3	0	1
"Psocoptera"	35	FALSE	"dadn"	4	26	0	0	0	0	0	NA	NA
"Psocoptera"	36	FALSE	"dadn"	4.5	26	0	0	0	0	0	NA	NA
"Psocoptera"	37	FALSE	"dadn"	5	26	0	0	0	0	0	NA	NA
"Psocoptera"	38	FALSE	"dadn"	6	26	0	0	0	0	0	NA	NA
"Neuroptera"	35	FALSE	"dadn"	4	159	8	58	0	4	3	0	0.75
"Neuroptera"	36	FALSE	"dadn"	4.5	159	8	58	1	4	3	0.0172413793103448	0.75
"Neuroptera"	37	FALSE	"dadn"	5	159	6	58	0	4	3	0	0.75
"Neuroptera"	38	FALSE	"dadn"	6	159	5	58	0	4	3	0	0.75
"Ephemeroptera"	35	FALSE	"dadn"	4	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	36	FALSE	"dadn"	4.5	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	37	FALSE	"dadn"	5	51	1	39	0	2	1	0	0.5
"Ephemeroptera"	38	FALSE	"dadn"	6	51	1	39	0	2	1	0	0.5
"Odonata"	35	FALSE	"dadn"	4	136	4	20	0	3	3	0	1
"Odonata"	36	FALSE	"dadn"	4.5	136	2	20	0	3	3	0	1
"Odonata"	37	FALSE	"dadn"	5	136	1	20	0	3	3	0	1
"Odonata"	38	FALSE	"dadn"	6	136	1	20	0	3	3	0	1
"Megaloptera"	35	FALSE	"dadn"	4	4	2	1	0	1	0	0	0
"Megaloptera"	36	FALSE	"dadn"	4.5	4	1	1	0	1	1	0	1
"Megaloptera"	37	FALSE	"dadn"	5	4	1	1	0	1	1	0	1
"Megaloptera"	38	FALSE	"dadn"	6	4	1	1	0	1	1	0	1
"Poduromorpha"	35	FALSE	"dadn"	4	432	95	86	1	40	37	0.0116279069767442	0.925
"Poduromorpha"	36	FALSE	"dadn"	4.5	432	86	86	1	40	37	0.0116279069767442	0.925
"Poduromorpha"	37	FALSE	"dadn"	5	432	76	86	1	40	38	0.0116279069767442	0.95
"Poduromorpha"	38	FALSE	"dadn"	6	432	59	86	1	40	39	0.0116279069767442	0.975
"Strepsiptera"	35	FALSE	"dadn"	4	8	0	7	0	0	0	0	NA
"Strepsiptera"	36	FALSE	"dadn"	4.5	8	0	7	0	0	0	0	NA
"Strepsiptera"	37	FALSE	"dadn"	5	8	0	7	0	0	0	0	NA
"Strepsiptera"	38	FALSE	"dadn"	6	8	0	7	0	0	0	0	NA
"Siphonaptera"	35	FALSE	"dadn"	4	13	0	3	0	0	0	0	NA
"Siphonaptera"	36	FALSE	"dadn"	4.5	13	0	3	0	0	0	0	NA
"Siphonaptera"	37	FALSE	"dadn"	5	13	0	3	0	0	0	0	NA
"Siphonaptera"	38	FALSE	"dadn"	6	13	0	3	0	0	0	0	NA
"Zygentoma"	35	FALSE	"dadn"	4	14	0	1	0	1	1	0	1
"Zygentoma"	36	FALSE	"dadn"	4.5	14	0	1	0	1	1	0	1
"Zygentoma"	37	FALSE	"dadn"	5	14	0	1	0	1	1	0	1
"Zygentoma"	38	FALSE	"dadn"	6	14	0	1	0	1	1	0	1
"Neelipleona"	35	FALSE	"dadn"	4	22	0	9	0	7	7	0	1
"Neelipleona"	36	FALSE	"dadn"	4.5	22	0	9	0	7	7	0	1
"Neelipleona"	37	FALSE	"dadn"	5	22	0	9	0	7	7	0	1
"Neelipleona"	38	FALSE	"dadn"	6	22	0	9	0	7	7	0	1
"Zoraptera"	35	FALSE	"dadn"	4	7	0	0	0	0	0	NA	NA
"Zoraptera"	36	FALSE	"dadn"	4.5	7	0	0	0	0	0	NA	NA
"Zoraptera"	37	FALSE	"dadn"	5	7	0	0	0	0	0	NA	NA
"Zoraptera"	38	FALSE	"dadn"	6	7	0	0	0	0	0	NA	NA
"Phthiraptera"	35	FALSE	"dadn"	4	3	0	0	0	0	0	NA	NA
"Phthiraptera"	36	FALSE	"dadn"	4.5	3	0	0	0	0	0	NA	NA
"Phthiraptera"	37	FALSE	"dadn"	5	3	0	0	0	0	0	NA	NA
"Phthiraptera"	38	FALSE	"dadn"	6	3	0	0	0	0	0	NA	NA
"Diplura"	35	FALSE	"dadn"	4	12	0	3	0	2	2	0	1
"Diplura"	36	FALSE	"dadn"	4.5	12	0	3	0	2	2	0	1
"Diplura"	37	FALSE	"dadn"	5	12	0	3	0	2	2	0	1
"Diplura"	38	FALSE	"dadn"	6	12	0	3	0	2	2	0	1
"Archaeognatha"	35	FALSE	"dadn"	4	11	6	0	0	0	0	NA	NA
"Archaeognatha"	36	FALSE	"dadn"	4.5	11	4	0	0	0	0	NA	NA
"Archaeognatha"	37	FALSE	"dadn"	5	11	4	0	0	0	0	NA	NA
"Archaeognatha"	38	FALSE	"dadn"	6	11	4	0	0	0	0	NA	NA
"Phasmatodea"	35	FALSE	"dadn"	4	1	0	0	0	0	0	NA	NA
"Phasmatodea"	36	FALSE	"dadn"	4.5	1	0	0	0	0	0	NA	NA
"Phasmatodea"	37	FALSE	"dadn"	5	1	0	0	0	0	0	NA	NA
"Phasmatodea"	38	FALSE	"dadn"	6	1	0	0	0	0	0	NA	NA
"Mantodea"	35	FALSE	"dadn"	4	1	0	0	0	0	0	NA	NA
"Mantodea"	36	FALSE	"dadn"	4.5	1	0	0	0	0	0	NA	NA
"Mantodea"	37	FALSE	"dadn"	5	1	0	0	0	0	0	NA	NA
"Mantodea"	38	FALSE	"dadn"	6	1	0	0	0	0	0	NA	NA
"Hexapoda"	35	FALSE	"dadn"	4	47045	8062	18770	540	2091	1483	0.0287693127330847	0.709230033476805
"Hexapoda"	36	FALSE	"dadn"	4.5	47045	7079	18770	399	2091	1578	0.0212573255194459	0.754662840746054
"Hexapoda"	37	FALSE	"dadn"	5	47045	6338	18770	303	2091	1629	0.0161427810335642	0.779053084648494
"Hexapoda"	38	FALSE	"dadn"	6	47045	5047	18770	185	2091	1756	0.00985615343633458	0.839789574366332
