ASV	length
7ce18734d938787e613b7d06487575a8	135
5ef9dfe238e0f12bd48d0c7e6e0b00ec	135
879de2feced9686556e1b2a8c69f2c32	138
adeabda61e3e5b093833021f24774bf1	136
c103f96286cadef57b00e075b4fafca4	137
2b1da75007c5a5230f31824ef8665c18	135
b1214e8e3a69a320b99dc4f95a196da6	134
8fbeec1b7f00ae24a8493cd877367197	136
838ac210f0050949bc1534a54c02116d	136
ec453d79c51b0a465b4b1ef5ca4fe44d	134
715cb393a2b13cd84a7bd0c56924eb65	136
a6f928ec91353719f2afd600c3d79013	137
80f18dd6c20705527343d95c9e54cbdc	138
6c492d853b62174e9b872a17942b30be	138
192b0b966b247bfb7237e629541ca708	137
7bd05e130d6bd464bb660db3feaa9dee	138
7dda6ff2920350999348b09d118ff990	138
8334063cb6d1c038b4999f921fdd4938	134
ab1527595913e1cbfd7de1aac08fdedc	138
0da77c14971d02e9bbe43f101929d959	136
a12cf0f64388110bae6d14f648822944	138
539f673473ee8864190566a900acc747	137
079e80dde0f9f1d32b468472e036074a	135
ac1298187b7890367d633f59b70ea1eb	137
c927de32fa296963212942221e8171e3	134
596d8971cc9e123bfdb937eaa328869a	136
ad2fc72b8b972d78eb0419900ab17348	137
a9e0a987be9dd7b55ce0f8eb5891fde7	135
f2cdbd2ccf2536d4efeb307646634512	138
174079fddec45b67c08c4c3cc2e0e5d0	138
c173b9a05b11d72128c9f558b582eadb	136
3d6132a21927e95997f2b0bb5a1f9458	138
9eefcc6c5d00f224b2315c0b1e73d801	136
a9e0dcfba7ec6cd0b8740416e9b50392	138
ea0f5b60f003637cba43d66eef0bd7dd	138
1d4274a728c35c63cb39adb4adc4723a	135
248766605cdfa2dcb22d1e8ae84ef119	138
a2c67e7a567b4d508f88b75abc6309d7	134
d3812b0950bc7b28f44b52217f0a1a77	136
f4f7748adca4ed91cd331d50433a5510	137
adf5058220e2d7498c9112a64885ce4f	136
ebde9d8e2c0fe00119c77dbb93233bbd	137
bcdb5648e58a9680ff620e0f8750eb88	137
67cb1e02368019ee1e21bb4921be12fe	135
8c0b444925a88504feb6f592a27b114c	136
707a884908cad3b17b1605e992ba2942	135
c48e7e54deeeea95e9a797941b1cef5f	138
c1a2bae0ccdd059edc611706982cab15	136
2e308b87ee02bc4e9ec5b70e174031aa	135
37db15efc759e308a655004d63b62b14	138
a176692f1d2184c1af5fde69e7ec509b	138
cb8552156f130319b686760eb6d0edca	138
75b0e023272dfa046181c273ef65e0bb	137
cf23281e70ec2b6b54b0d38894a81bb9	134
9ca01807b2a20a1ef14934dd8f98910f	136
b950ac321efeb7e0ed914013a64f9db3	138
53cc1e028e209003c938ecd20b8c5470	138
908c8a89a1e467a2e1603498cf8474de	134
62b42d7cfc672120023526b7f51a9669	138
88cbd117c1318f62cff092427e574d85	138
4aa6422af47781e432feb6ff2c05a160	136
1e60eac7fbea0b5c82f9822931cdda28	137
e9b685b3a75a179ef5e99a0e635f6948	134
42b89dda8a1a26e867d8b218126589c5	138
20b7e26bb1085202d47e5420bcc5c35e	134
c69346b7a3bcf89008fa6fb6de9b41c6	134
88f4ecc1932e4bf43684e6193d74bc7f	134
f7a9fba265fdb64ec9d8e4c8b0a06796	138
3a5688800c1bfa06781af92ca7e6f2b5	137
eb2bf837a9493b7191bc367d2f2b01cb	138
bf9d32a2469794ce6f057ceb6ec22477	137
26dd7bc58e935b6056aca0172b880416	138
4a3e17bd07ef3bb125ecb58bb436a25c	137
3ba06be66707fd709309c8fef0e2eb2d	136
c2b3796f12bfebae96c375f9d226b964	137
aee965eeb9413bec917d0420e399d645	136
1e3e08cb58530c437b05d833bdfe46cc	135
6d10ffd2c779216422a002941a38e712	134
d9a37bdf4134d1fa4e04e5c97d05c46d	135
b636846267b323609622756db2f9326b	137
5fbd28f5e44bac7c90279c4a6529bf43	135
eb6a2de167dc2f25e810c02e1073e25f	137
3cae8de7d89a3ddcac7a2d9d6d8da803	137
623e7c87d736346b98da7d4730d927ad	137
795f0bc25ac253946c0610f3c3404014	138
be75d989e698cbdb920f2dbc62f2cc60	135
82440343db99c2de502ab23d21ca94b5	134
7403b9ba12a64e48602307836936dc8e	135
ae77365b10bcef4edf0f38401946e385	135
b8e06e29a674a841a0e68b6c5f3b1f3c	136
25786c073d06fb5df41a42a8967a284b	136
ff7a0d249499fa3e64c22713ac22f70c	138
c35171ee3a42af1b4a30b93dc2db6e22	138
1563b376206d8e1f086ee7c9c622906f	134
bd7a2023436bcc99b56c5b9384512010	135
1f9be64a5a11d75be3388d4158b50732	136
9821798b64f4acd330e2155fdab8d518	137
459717998278f0d08336e44e50d57030	137
d6ee737e70d287ba8ef68a26b855c213	138
b01ea36b503d7c6a6d08e0074bbcf653	134
85d59279f5928b7edafbb6cfb0a92760	137
62f875c7af546e42dea612fe07df30b9	137
261e14cf36a3c62a6e365621c0cca0c0	134
7ebff896d0ab1ceb1d5894e7980de355	138
f04ca0d6552acfd1557fd4dc6ce9f2cc	137
f8042de067eed3361087e8c5695216fc	136
47461b98c096863fc86aa7920230882b	134
ee22dfce837865efa26f3a49322df20b	136
881aac2b659e6687540b8f14c0753989	138
07ec0e79d7daa7f74cf557dbd5151230	134
4bf8925e30a7a2bff260ea15b3bd0694	134
ebcc7c9d099e4efb88193cc36fba4733	134
2c00fc953c28a12d120fc825260181c9	136
ddd40aab10817e8e4be37061d35aa7d6	135
b36db56901d1ded7eabad9090811d2c0	136
3007eb43df8a6fdfea6a9a7fe851c032	135
a8958092620f561d4b3cbbf4be610c40	136
046602d2891f3a09bef370f820306ad5	138
f9a76128704cf1994f750f331fc2091b	137
535b6aee7772e896f7566facc01c5940	134
931dd922cd9197daadc7da0d472ef962	134
d039c59c614a431b1a0bec20fde1b914	134
21198c88744ae9f6f88f2c9cde2a8b14	135
55e7b36b4338f6765ee76a468fbfe3c1	136
5182ad019f35fda8ac90560b3f5f0e72	135
0d153327f6baa1b5cd35754632411a0f	138
50253fd8a03fffde258b8e44bd75eb41	137
cc4c0c735ee0a2b23bebc3f5618c633b	135
50f366d65af5fb08b22d1e23c86dc639	138
377a290b95f7e018828aac0c2a311f23	136
4f0ac2a3442eeadb821a9bb952895ff4	134
bcc94a046fd1e473ab027a1663bd8953	136
cc8c1f88bb5f16ab93f0a04f5d0f6514	137
d0c02ae5c592aa99469076854c22fa42	135
f2be3e3b51f60b5b45837fad57256309	137
a70bbe90528c606fa66c039bc4bae247	138
7cbdd03d1d88ac9278c3a97599019ef2	136
aea8e952228a072773a0df4e0235f0b1	134
be9ef9019ab5bcbf9aa071ea3a2d4596	137
c2d08f59b0cd4c83132021964fef7ac9	135
362ed8eb8e82fe712eb682a3480e5fea	138
9f382a8957a14972013f437e5b814ac4	137
23b835b443598b123c61baeea4ec83f0	134
300025401fffdd35d2ad83017d248a0f	137
0b79c9e989e1556ba5c8393eb88ad4f7	138
e8512c4cb628fbab0b1923744a932b5b	137
18d2c5717bb1fb38d14139f74b1312ce	137
6b02dc8b0ea488cbc22e7d572bc71538	137
15f74044a8ed99562afe3e571be37958	138
9639bd6ed3c068fbf79ac82fc21e31ea	136
eb1f392037119f47dd9dee60f4579551	137
124465cea8619d17500f3a7bb1d14b96	138
0b85ff8f5a65d3777dd6a36757434808	138
0c9748ab50c5328c5f28df51e57ab40e	138
c3e832f87a14252adbecdfad0b52a665	138
6d9f946738b0aa2a296e9ef4da8ede80	138
858aa4fde2006920e30237552ac3d3ff	137
0a378e6af145de25f9e6345f3db350f4	136
cb5a00781788a082ca6403744e4da5cf	135
a802f3aa2ce91a329241781163639f2c	137
a5ac6f9bd89f73be2ed3db32f0b5ce53	134
5381ef4ea1d0436546c0241a27536185	136
190b8d838d0a5264400b4a32c580fd5c	136
c83f5153b3f77ba745ceb1350ae4490c	135
7f012652f686aef8dbee0695be749249	136
2f2038eb3c828ffe1908dff4e28398e3	137
6983df78df51a0cdc212ce5548484890	138
6069e543333b6b883f2477972b15c0de	138
c7d6660c4c841de15e24c4ff73d688e1	138
6ededd6042bae9a6c790651d554bf428	138
393bb962ec1ba8201be78f00ca3e63d8	137
d153a7227756b38c27a93b1fd28ef63e	137
f689e759378024621c1694089a3343bc	137
13a6f12e8af3e9ee3e2a528a7dac4e80	138
e3605d7c0490e3d89b4cc43e52d290dc	138
3c6dc1c840d48b66fc76d34da1a49291	138
5d9aaf0818a839b939db67b412e9fd86	138
b0ae7f1a11f3e4fa1221c1d04206a65f	137
167d8b41393ca00ef0bb1bb49ac9c719	134
d1557e8eeab7d6f009d5b05d4674635b	138
eff112db06efa9d821dd3c0c8b195ff7	136
bdff7d0d33efff31871db117fde52776	137
42737b0db01ac2e7dc9791f641836348	136
b73b2eab4c5fac0998b8084b5c908f43	137
1dc12831fbeef64e5c60f58ed4e39271	137
32d019f76b681a84351c4a51975d108e	137
21f42d3a42bc3b85d9e93c5db82919ab	138
fe8d027fdf49c4d8d90f96fdae59977d	138
24eb3084ededddaea8c0854a13c49b27	137
14cde1842afe33b59b6a2233a88132e1	138
95c264049e6850873dae1b93c5819ce6	137
9e75f7a19176ad2cf38892360dcbd02e	138
bf7f9a6d12e00b15e40fedcd6cf712ed	138
cc707ac10734760e8d7d8f38af183672	138
0f3e46e1eb4af34cd69b4001cb0e28e6	137
c8cb4cb5309e67756b683142785f031f	135
c508c08342731afd0c6f45e63217830c	138
e061abf100f99b94e9fcf173d0f0cfc7	138
94e3b093fd12a59761190a298cbb1217	138
aede2429c7e11a4c55fcc2d2324cda64	138
f11059e26b41bb52d78c6c6840b91a8e	138
7b477df96131ef256608d624fe0680fd	138
70b156646393055ec8f47f0995829f8a	138
5d40a305080960f504d7b51439bd9c7a	138
23345532eb3b68e1e60dcfc8f68cfd2e	138
793bac2ed233b8f340a6ff069cd73c02	138
bb2f3afcbd8842ddb9aafc380342ecbc	136
40cd751790b1f5668794c528797f252c	138
1c2c1e5c627e49ac0e726d7ba9f28e27	138
f87d0a1680211f506dc4c74fe511906d	137
030be7f2a65d042bc0c089658e09e76b	135
e1eb8e22697418f8d558172dd4ce4db4	137
a4b3dc47aa9b83a91f3d942c87c53e71	137
a478a8a26a539c7e29544d46cb781429	138
f2ea0620c892c576d5f3fdfbdf2c3785	138
173ce16f3779cb166a62993f7187afbf	136
8743fbaf3e0bfc0c8299aad4602fd904	137
6697e40ad52c1e22b137942102877b2d	135
8d020c6bb1fe7fb5cf35944f1a25ef8a	135
935c92394b60ad4e0cf7aff2475398a2	138
90b1b7710918db1fefe78f099092c89f	138
c24afb061078f7aaa364afc66dc1fe2d	137
f6fea55c75569f44063d73c01f5e2c9f	138
a2c53e18560b90ea7d68745eba40a675	138
cfc074d6a5635a91adfd0cfc5158920b	138
a392a96861fd3ff212598a2fbab3b203	138
c54dce52386927a49c06e95afa84ec4c	137
4f5d9f183adeb05389fb8871e10892df	137
eb6f4c3e2d410a6b105a6aa535fb540e	137
ec419ef3f76fc247fd249dc8c3c60f8a	135
3f8cb189571e193910b8c950d0cd0dfd	136
b9e18112514b35d9485f6bb883f9fe62	137
ea2a3cfe731c0ae07c9d3339ddab016f	138
daf3f50c88a63fe8ff5b3157ce5c2284	138
b953f9cdbd1b90b4b56a1c4310ed5ecc	138
7b37853ba630058732898e76a5eb1ce7	137
b7abf3c9ea723e944f38b34008e9baad	137
a3c032e8e9c55173944ecc8682a27625	138
934ec1c9944ac50373ab66cb03961048	138
abfc9fd295a0fb7a10519d09d260c6aa	136
7860ca91c1852cb7898159a2cc868ec4	135
596ba516457a6dc11c022ea20e16c6d2	137
f27e6e6c9698ea874bd9764e133146de	138
66d14a13a631ee32b1f3504dc9a61e6b	138
792528a376cb61ec3e6c29d41320810a	138
c359530be7281fc68fd6f36c44f82745	136
aaee758f8d4a76d3d7a90aee9cd26dbf	138
62c1a49899388b1f610fce30b4e79dab	138
faed45f8ff41cd4118cbb7e3334488c4	137
f661fa4975f5c718be027abf614751ad	138
85b0fb36147a0b4ccb0d21dbffb4e6a2	137
0e0b2f772d2afa608a71eb43a087b507	137
b13c101770e0cdda1d0410b822b546f0	138
1ba7153bac2d4d00853ca22cba4e2fc3	138
a274850126b622468e9a2f9ffdadf94f	138
fdea17303f710652f1299d3960c4a553	138
9ca2c73ab1a75fd126a4ae448af109df	136
6c320e8e9345099a6ced541ae8211f39	138
45022d446e3b8fa7923cdb3cb06901b1	138
e0b0676bdd37994e76947cbf1dbc3871	138
2eb0b8378688cc130918a178cd312267	134
3395fd45fef016c464a82e3ee6cd4328	138
27a9f69c26e1f94e66bfe60a01125080	138
fbbe54f9ad7c95ee67582357da2f705d	137
070449bbf19a9044bd5e5e98b104c258	137
7d359c47bb1809bf2e93ccfbb2fdbfb0	138
963d82511c0e4a65e9fe1b039116e3d1	138
9c1ef4025dd98a677001be2b20c4ced3	138
373e0a2ee987fb3223db9aeccd7aa933	138
39e61c99a1b3bc2490be38d1d23d711e	138
bc5eeaf3768a95272022b216e8f73b7a	138
33a4ea2904b64bd292679254bf27fefd	137
953e810dad16b77ed79ec2aecedd1532	138
90f271fdbfa262c1cb24a584f58cac62	138
3232c82277cbbcdae410dfb28255459d	137
030cc08c2f47202c2bd35bb39623c04f	136
2397fae5c882db93ee202fa9de03aabc	138
07ce279a851b92cce4aac79426341366	138
bbc5d3023d776292c25ac74ca629d4d0	136
45686363eea065ead4c3c4a371d06aef	138
32c25b5927f6d7c0baca13ae28a00b4b	138
2f08bb0308d2ef2dbfaeb0b27313a075	138
6abd33de5d4f198410ff1b49e2b8d0cc	138
0953cf1e92725f203f5acd69ee01c5ea	137
14a7e3e261effc46cf8b819a005da7f4	138
00d732cd9910f27341eab24dfe587cf2	138
001df4746bbd2bbd073ef2f021238366	138
a19ab9abc042c68e7749e7bcb5abaff9	138
b71003dd82ac16067455126156067003	138
d5bfa2cbd972e12202f106903b95f94f	138
050f9542d27283f7523b095ba63c1e34	138
9a5132fcdc40bb57e572b489afe998bd	138
7c5d7dec1de58bd94713172ed77cc4f9	138
cc036198ed7330ee72682d520571915a	137
c48d66a9eb20c4c5f6d7b5c83fa779de	135
52550f94fc2f2857e9783e8c3511762d	138
483e9194b2aa7fe35da7810809cf2020	138
2e2e13dbd0c2cef0f012d8d7483dd305	138
375be3bc647ad853bbd0e11d0c86f497	138
f99d01425f185356e32a05d4a0a11a25	138
c88c6e5229595b7e841ad19fc17fb590	137
1a2d4ec22ec259ed76e9c50e2b0943ed	137
7e91bad269a83ea5022185d33c93d736	138
f9cd3176176c386c717c34ecdf8a2405	137
85174bd3787e0fb6dcd750760fb31115	137
4b55144c33fd9c1917ac71677b2ef969	138
99d50a3776e3b8bb082040aabc3bbacb	137
8ca03555436835350a463aaa667065b6	138
6c08e996076d3e3d29270d0d5290709d	137
62d5b1a5a82a1850eb9ce651aa98070f	138
7ba71923f4f68b97c530e4d0a5fa4036	137
3072a78656df9a53d2982f2d28731033	138
056cd0732f1a27fefb0d44c2d91ad4ee	138
78f110484084cdbce3f4257c6412e6fe	136
1ea9f92acd19bf6d5e146295cf38bd29	137
0969e40019ed788a54f9252fe0962631	138
714c4504f9aa3264880e42a84b037a0b	135
14d5edb205a8d2a459f8d8c6ced7775e	138
b0173bf77df6d6d2cd6c6778d498cbb9	138
5d36ecaaa209eec4b6123fe291f81943	138
cc444de2eac54541c774f709565cf88a	135
c12c3361976a7fb1a4ea8e5ffac4b932	137
34e3e1160b3566295f9c5f818ce67ac1	138
cac66a6e6e2b25da41966a9b164c8a75	138
e6848bf7cc300bfe08e070ae5b43e707	138
94283e45c48148ccfcfe5867c1e16fda	138
a111dd5b2084d636c5c1c27f29a79160	138
9f90a78aa0d226323d628b79eeb96e11	138
4929219454fc8e05b58a41733ae6fdd5	138
7668e37281443f11104163f4b3bbbdab	138
97e08294caf938927181232fcb31f724	137
509eff6cfadc757b42939d1ebb399ba4	138
e416d5ffe79917178bb82cecf7339969	138
00ed2f8d1b78ba4d859967364ebef706	137
fa291e6096774e8fa3518f9bea54b7e0	138
64bb76413696cee5ea8703b6755ab2cf	138
7fadf198aed6d96b72b6644467ca88c1	137
6b0bbc84d2529de080bb8956836d3ffa	138
fb4217870e2d92d3901dd6004428585e	135
7566977a2bd5fcdea01c468b65e0bb40	138
b4cc95bf844dda9d1fc87701c978b5ec	136
050c54b3fc29783897ed5393bc99acbd	138
74a34d73337fdf9ebbbe4ec98033cb88	136
3762fd7a6714946b5dadc13a17607be1	138
7fec731f6bc5244c4fa9107c0b49dcf3	137
0cf89c693b6aa61ec41b2d7566dd4f34	138
a5911fe2871a81ba21f31229cbffb4af	138
9550690dd8794cf81d62c35962260c64	137
1b95e1f4788d2721811df17a62ec579b	137
78b465e0d30e940c3bb545a116c56c18	138
bb988254571123fc9c59a67314f86510	138
b3d97a5214e2f5c515d867e42a7da9db	136
3c801a2793ec17cd46df5b2cba5958bd	138
1fea2895d8211c93b7a7277f854f87e0	138
c1dbb52c17d726d355b86e518a016c2a	138
9e8766b1c849365fcf1f301776d80dba	138
4ac7d80d4a69099714805a0fe152e318	138
dcc7c73f909c91a95a8ac8376216fcd3	138
643058925e9ac6299bd50ef3d8b1ce09	138
5d56e2b7beb169a5b9f4c91c958aafa2	138
57c1c8bf109c975c3e9f6edd8758df1e	137
6c4962363996ea1d702f98347b4e28a4	135
4d36d8a923a566eb4b65432951d6e3cc	135
f5eeaa6aa8870d4cc7134b5bc238c498	138
0e73f5997e4dc463dddfd7fdbf23844a	138
ce918f25bb68a70ec8f5f36117384532	138
84ee3e2e2980cff9efabecfaf477b3e6	135
51443ecf0898aeb62144d0cbe6218ee9	137
5abb9b12a6da57992449e8da9ea0803c	138
2d15f9393f5fea2581be25764e9679f3	138
477aee0a3ddd4bf0ed96cf79ed806962	138
85e747c3a6f1a3a1121be9134dec0d5c	138
3e808205c0980b6fba3847671d084477	138
dbff37dd2ed0150538019190249aeab5	137
f74b8221044471ecea2dbf444bf92558	138
7d1aacdf78041eb90bd6a5b764472bb3	138
f8b68c9f3a10a4051faa97ad70f94daa	138
48048113b46376f06b55d678cdc29d2a	138
e3d036fb733d98f3c637d22d06718900	135
f4eff826f40813a32817fe837ec472b2	138
d31e3f11d6c34611f25772c837c907eb	137
3570c50900712ca943de35b709fcbe40	138
750ec4131b0f04fa0b5442571e6febb5	138
35b83440367bcb2b888d2a936e71d1c1	137
aa54ce38f08e613c04d042a964e25524	138
b7f12e4ea867c480e996faf267e2be91	138
