ASV	bitscore
0d23e30e1639517084b82bd3fb5bc5c6	159.5
aeae6d09abbb4aa8dcd9769ad0a82293	142.8
1b9c319d7d052dcca5b3d3d12eee3b4a	157.1
db2fd249699051bc12414176399ca609	167.5
742b395854513a4c1a57f1db3b6bc40e	158.5
93cb69ddea506cc7bb7e7419a178f974	156.9
00ce1c1e23fcbd3605576997fdd4b978	158.8
7995e19a50857af91170ca0b1303b344	147.6
3f2661a398ecc297db19c7ce67eea08e	156.3
60c5bb549804ed2ecb4c00a59400ab46	158.2
57d4b0ef8625f1425bf6d6cdff18967b	157.0
4ada7b34eb99716e55ef98273ed15636	118.1
ec79acc44f355472de575cc32a0ee47f	158.4
a7239ee739236df64a13fd57c2db8e05	156.0
f8877417441d5aa52740a85c55b0e0ef	164.0
5be8a8b27bc6e8d3034da93ae593f9e2	163.7
e670243a6be7b47da9235a466cbc056a	82.9
4db03e57bd7cb34ea28059eea2bda7b8	136.6
8a7411e98fd9a027ad7785288b72fe99	117.2
c2937c7e11080c29ac3a02def70d2700	156.9
e93c06e8478d15f6ef25ca04dc001fd6	62.2
f7a9fba265fdb64ec9d8e4c8b0a06796	165.7
62caf364c15b1dd013bdc98644e7eddb	132.6
2b0bca8185ea69b47793b2c2e4af4855	147.6
6c492d853b62174e9b872a17942b30be	158.0
248766605cdfa2dcb22d1e8ae84ef119	171.3
c1a2bae0ccdd059edc611706982cab15	166.8
d2d3eb97f53e1058a72a534fd6c9784d	155.5
85e594eced9575aacc27bf80d6eb3ceb	127.8
fb47835d8e5c5708d7b649b5154f2d24	57.7
96d072ef489435ebf69a3f9c07f7f1b8	158.1
abad1db28d3f79de944e46c6f2e657ac	117.5
b79965a5c6ef86db6b5bdd4b18b67e3b	155.2
29ff5f935d4fc163d699bcccc3accb17	133.2
f9c791bdccbb9ed9e6a5100f95edbcce	146.5
0c973a5917542fc0670c834a8fb4bf05	169.4
a220260eead06f61b447a3192b8b53de	157.5
b25a44945b4a0f913f1e1460b5e43c46	152.3
26f1395d0b81c4e9ec0708170e8a5ae3	170.3
1b6bed0ad96700b81cf4bd5ece98d936	154.5
9ceef1cb2a51efe9d366b187f4f1b947	153.9
46d2eedc5fa26921d872ccd160c5097d	156.7
78919a20c026cf3182c5d950c535cfff	157.7
aa72874911af34829fed4c88fe972e47	152.1
f3a89dd584fc5021a1e60e37fc42b766	153.2
e9242f36e9615f938d5ef6494aa17878	155.4
de206d09a1f2acf1bd5f5a5977dab792	152.3
f1f898cea2910b660806462f62c29b14	155.9
36348734b5dd78a5b83ae646e10ed22f	150.1
95ce4a4896b7bc4b1a1b4814659f50f5	162.5
d379bdfa8ee678658fc940f4976b2360	156.1
3fcf7c1ff0ee251450d28a6060ac59af	151.7
023e37c25aa1ee0579c37fcdcac0ae84	157.4
99e29868b65dca6e39db0968b11490e1	155.6
83010371ec935b1e1180839311382a3c	152.9
18f4b498cc20479799e3b22b15e402f2	159.0
4f6f6cd5e689af1d4e44e7fb92022b50	156.1
54576bf279a728c04d30bf0cce7f2af1	160.1
1e534d0a11dcd3141318991ec5c1d109	154.6
5b734615cf67aa731096cb3b7072859d	159.7
42110b82fd7f5e37d569038297c0c881	160.1
2c24b161012df1b0f9ef9d3f5acd7ea5	156.2
b4796149f08578a351fef9c21a72ce03	112.4
2b4ed4323e1f47bf24017fb0180eb490	155.9
04d7e771f28a115c9c895da9fd80931d	152.6
ba77629bbf03006d3196d41dc39b57ae	170.7
36172561e408bceeaee8fb23a9fd0cba	102.1
f6627ad1cf617d15484fce3ca25ffd15	155.4
937a4dbbfb7f2028147c34fc07221805	157.4
4bbdbcf683f8e85d08fb8936f733b009	103.9
ae20bd57f8065d775b009b2e22249882	155.3
c7e445b53756a275997897eb51106f59	158.8
0156a58d12bb377ed617c32568cc426e	156.2
a59e03bfdbff477cf1952f08187b5be3	159.7
91689df063ca4ee01903982341de2d37	153.7
9ca876ac9d29c3bff1cb5d474f88f20c	155.9
5bc6e4bc35e2a4e43897d568a3561915	161.2
ee2e52639224d6f0058d361c0e113fb0	154.1
d93490df6cf266dc4c26d7e30788db87	153.1
6ba3f285f85d518e71659ab29523f783	158.4
d0baa8302fcf645608cfbf35be83eae8	171.1
feead64c9e109fa7ccc54a22171ce885	161.1
5c3bd514cbd32dc95ece8375be199939	160.6
35045537ca977e54648572cc6b472015	158.9
506444309a7d681d1f0b025f88a51eca	118.7
a91f3713c321295e36801be5ee65b3ac	161.9
8f7800fe49eb713532169db204190a51	170.7
37e0c5910cb54ee0c604ff21b0a24f20	159.0
907c8d973a187d829efe27e36a8a97a2	109.0
5de888c7c029df1c72a49e81ced21a13	154.6
5d2aca9568c27010bad729405afb8310	160.5
ae43483928ea1838f7791721fba3bdc5	161.1
dd4e20492cfac98488dd9c15b983cd25	158.1
3f6b30d49e6b8dddb045e94e26309480	159.1
b6e49cb2d7772a542c24e29ed8d98f4f	170.8
f7121f7b67a20d1e0b7012720afcbf3b	149.3
86488ffba9b4412df8817126a5519e5c	163.0
e45407f2a8b6395c585d65f82ac4eaf8	159.7
d11a87995445e4185ca1779ffcee847b	159.6
d5674814ebd2f81e171b8d1ea42a62ed	156.8
74c22e2bb1fde1def22f23c09e7af5bd	151.4
5f41a478f84a5bf943ea84d66e31fc43	119.2
a6a741dcc1db2150e8da79445189459a	167.7
f2046e262128dbf853582c9f2f047aeb	161.5
0493d0164f960d6dd181c4d29f0d65ff	148.6
b7165c6c00e2433a29490e31f3c7b2e6	152.8
bad0e982a641589215f30fd4011417c8	152.1
9000760f8240a4718d3db7cdd1dde4ef	158.5
ea575fbdc9da0cf709e5ae36b1eb5af3	111.5
095653629d424af7e2305310f2bc477d	156.2
4278ae11c4b575e14ef3825b5e1101ea	159.2
c53a2e1faa3b74a4e86dcdbbe81f26a0	111.3
f87b313f53076723eb38ed00521e19f0	162.3
381123a196acbd140a1d4be666b099ee	156.6
498265ccb113b03e065d10e5edaac927	168.9
b8ae7d3eb028a548cd4aa5c880a9e8b5	161.9
756adac339d7c2c20f1efb6b68dfa6ee	152.5
e6398c2708e3191a3c2dd8f61d41bec2	159.8
f540b4c499192324a3a86049e5017cb6	156.0
495cde17110cec909f8131a6ae740b27	102.9
b81e0d7382ce1b89a6e96ac1a9e64694	153.8
5358cb51dfbcf6a4436aafe683ea997f	104.7
1399234b6d8086a68f8a44dd73792119	156.4
008971b9ee7bdd910b6d126a0a3a135d	100.8
3b16ddc3d40729407487ea285c283cc7	149.5
6349b8883ecbf93d86e78bb5975fb6fa	158.2
5174d3eac8cb896faf80fbbcb1393b28	110.9
60f26b72ce5bf4734d2fad8bdcf7070d	157.1
6c018875daf69b32fbe0f47ec77b660f	92.8
10227c9f47a1e045393d2e77ca943367	152.7
6f425aa81ddc7c5600a951a8f00766d9	112.0
300b765934c07ce1ddfb5066cfc7404b	154.3
d96aed345d2198c2a8f9f2aa12b5656b	170.7
6d64ebe47899c687eceb8bc64e6b8d0f	157.2
2351d248a840265948089b4b9fcdb50e	98.8
a04ea8a4d21e22e9ab7ad57baf0480f1	170.5
696b6168ed3d0258f3dc1956d6766acc	171.3
5b0e240f2d8b8707041d3d411cb53eb6	157.6
522fb6880302d9c0c884ac2d70f58b20	159.9
9372217cb7e7c8bfd9c36f9637c6ee32	109.2
02a3f9b97b7b5a15eb419f26ff91d7e1	153.5
5e7740b53fe5a58235742bf8682fa381	171.5
1c8e5e2faa32a22ecb4aff0df057186f	100.8
eaed0277fc87d01ac9623898b244b282	118.5
8c91800307a16a4c692dd9c9a3ef71c7	161.6
a712ad734ac581838f5d69c302dfebdf	149.9
835533f60a455b209eaf3919202ac5ba	156.0
eb291e35d768a6149d0a2c92605aaa36	158.5
70ba694c1241f4338263703ff9aface2	168.8
e6e6e10ceb6ff23f8cda9575aea59c57	158.4
7e2541aff871d4c9ba1cb7b38ebeffba	78.8
5e8639aca8c1f218ae84f2a7095386f2	162.7
d2b4db9ee18a77484f9b8e51373d9043	152.2
636871e53b9e519d3d34ef9f54186ae8	156.7
368e9fa9ceb7c39c66475bcc6151700a	160.9
862930ae61b581c12c7cd0eb6d08dd4f	172.3
1c6186a9b63d0a77cce0785fd3c42222	156.1
55e1548b926a54a4211251b016e19078	155.1
64147c0070a4d1a466441b7473910565	163.4
e76b947c8b0eb3c1c3171e0e9d33ce13	97.2
99cbcba1f19b11d553edcf893622ec8e	166.7
4def8c90fd3169545447c5f4f8127581	153.6
d5e7efe2604dde8ade16389a8ce96269	156.0
4994e4fc6b6f325a09f40deafc151322	101.0
4d22d1e931be008308b6197b1e423392	111.8
ac0b511569ee1b4e6139f1d8b1fe7a7b	151.4
9b307207bca9866eec5ae31ee0095254	151.8
b374ad971d4fd4ffb71272d1a53cf2ad	154.9
90097a0341116f001974c8c3106e3328	154.3
019bcb5a0aa4142f11261a866c0d7bd4	97.0
0ef51d99c587cdef4bdff58897ab0099	119.5
0d66e430d59b45f9061ea32fb60b7035	165.2
6b9cec745a1e2fed7c71b93db45b786b	111.1
e4d0cf8e3aa5517b9e77545641497b95	160.9
924eb26397bf4fe175b5752a66775a90	154.9
03be8395285b2ca9dee4308b00b8b6cc	155.0
b7131283440f850c635aca528ec73397	157.4
bbf8b7a862ddf90a757076ab59faba6d	114.2
ae79d3e8793a0ddc523492d7b01b9050	157.3
8be61a489801d94e0938ddf560619ce7	161.5
d119f7c619a416b8f8ea48090f9ffa8f	89.5
de2838b08fdfedbdf15d89ac8f68fe14	160.8
76535a93c808775032f4a17e3e234e3c	157.9
a2dd22d4a3dd1c889d26679b31b46de9	85.5
2019c5a5debe2dbf899f51c67eff0107	170.4
9fcf9985daeab9fcd067c6f329d1f03f	164.3
cc12ac5e2e6949e175b1d3f89a0e29ca	160.0
3707a817d619276be26af0b8b9ba8762	110.8
baa9ab5af65be5e5ec9c40d309e65231	102.1
986333be906cc0532fc52e5e4c395360	159.7
a48d80c8f7aa49e5064a9cec1b7c7f3e	163.4
28e24ccdd1275c304642b4bf6691c061	165.8
2b7ff26c5541aac55d43e874e0620caa	103.6
238a509b8ed84cfd30b9298a8f1263cb	150.8
05482bc8116dda5eb5f378fbc5d35d22	158.8
d20ecfc9d2b4014d9c1f6b0bb27a6c18	152.5
f362d177b7daabb32ae116bfb8af47f2	99.7
4e25df9b943de9c36c09e53c21bb059c	156.0
987fb633465555553f4c87551b780c72	109.4
503b7b9a69a15a8a70adda5202557664	80.1
5e1656675ed8a90052a8dba81e1eb344	163.6
c80489c38ff2bac3375707f0adca288b	148.1
8c8fdfbeac32745112f3d47cfdaca8a8	115.8
2043c6e20e7fef57c918f0f627aee2e3	156.1
e1fca77207452055eb5b65b59f5a137f	151.8
cadc9bf06c8415f2a81d4b659e0c113e	109.0
2e18a4e0e5c7582d2885871f171a7477	160.5
da4c458f4e398597f56a9f98a75b5b31	153.0
4593b983bf0c1d00c38cf4628ef495fe	163.6
790366c7a31c29396cc2c9d81dc23f86	106.8
aa725b8492fa10b49f2b885d87e5f36c	167.0
aecdafef5eb0707231f893e8d75f3de6	108.5
a7d5ee7e471220d3596c70325bcfd60a	156.7
8c2f4e56c6a1758519f00468a82f7432	165.6
d9a5c7747fcc2543d209cd4cb137ec34	164.2
772ecfd4501f0ffe2afdfdeb90e5f80a	161.0
57eceb5c59a1588534702afe019e47d6	159.9
7f5cff0546ff89c4ebbe1b8ddbc34bf9	100.4
054037432ef1abc2abe30ee4336c040b	158.1
b4b16f45996d5973a3562a87540b3d9e	164.2
af6e087c7766a8d6d218cf2dadb4ef95	126.9
d3da1cd0b09112b0c6633f6676212dfd	154.5
2ffdef6f3245e03088beac5a33bb90ef	154.2
832589d1addff4091b41bb1215cf0cd9	98.5
38badb46939400fc0f8f138c29265a3d	96.5
33bf4468c30db5b9a19961a7a7b86ffa	171.6
79d02cedf2635c43f8b5f98d85871c82	163.8
5703dd81ae70554a0624d8ed6621203f	100.4
646d07493bf3d31f678cca4dedaaf735	163.6
657613ae365135e403ae4883e0aa8204	104.5
69978b13f35001c75a85b80fcb06e293	155.9
c244d4bdb88bac1034ff077769cc12ef	94.2
b093c997a27ec430f30747d9fd3c8fb9	104.0
d1ebe591ddfbbaeff03189ad984d8551	161.7
43fb8b417f3564365848739fd1f47340	154.5
e146f8ec410e49b802db41ae5f24b92f	146.0
b4371fcd19d7e1321d0720724d60c4dd	154.3
5e6fd987830645b66feb00cdad00c87f	152.3
a18d2a7b95db03f7c7b3465d8f3b722f	85.8
a478636e88b8f536f5a03831557b0e0a	160.0
a5d17d872fa5ba1faaf1be325375417e	166.6
f9d97050d0cfe233c61bdb729c236a3e	100.7
3961badbbb2aeb0b69e5b8097b9fe042	156.1
aaa8d586a9eec5b9ecb708de0745a091	168.6
77d9f3a4e9518d0cfbdf164904a99fa3	110.5
8b0185ba61bd08f315a6f7cb15cfdd46	106.8
07dba5d95a4558fc22a93ddb3623f628	107.0
63c82f7b953bb3df23dad53a5cb4f07c	161.6
1a353904c7115e23424eb50320aa0540	171.3
76b355be365536914c2117a5fef2028e	164.3
fac4b5e794e7468ab880c136dbc648c0	158.4
702ecf335c9fa9e7394f84ff2147c357	152.9
62cf7557dc3f4d7f4b14b14363accea7	97.6
39fb46057e2479fe31e659ba54473d91	97.1
73e41a1146b0952807d9d2b20aaf8d1b	102.4
f4db9307a4f77c842eb80fc1f32ceace	92.0
ebcc3162308fac84ed91e82736b16291	172.0
9cb220bee4d8bbb7c6d1de434bb631a0	164.9
d94a01ab999a6721ad83a3c65e6e4813	99.3
d976f7c930edfa297966a0d920ae3daf	85.0
f3607463122d85344ea0311e4f3042d2	158.6
9969446915602869ea556c01b4781b78	87.6
468d5fce9df1976800eb9d886e8f5532	98.7
039e205f6d7860b987f47f78673d65c6	90.8
f36009d8aa9377c713e7470200598bac	97.5
9b2a004b7e82a8738681da89191bf1f7	86.1
337f9df681b6db75fe9d5903b51d316a	95.8
27341f2874c704f2a058ca1ff0f8600e	157.4
0b94c60ca24a4b770d4247e661ad5860	155.0
9f20868ed2578992444c4c91c53db7dc	161.0
c883a5aa6952237fc770b857e423097e	150.0
869b9800b52368ac6c03dbf2bac248ad	159.7
2d65106440e674a8cfd69fc46a83d02c	104.2
af6e34f9e51ebb55e85646edcca51882	92.3
67ce2410e722735fa6dd888e7faf030a	98.2
4b0aebe8cc58cb893031ef078290dc26	82.5
52e4e90bb1792bc1b685e5dc5423f0e2	168.1
b6c45a725abf2d2f641dc99736b5793c	97.6
ab37de24f0811ee18e6a250f64e3c607	160.8
c303a2f2730609c317b8354aa579f750	163.3
5dbb2220c016c27dac45d1a6adeaffaf	97.7
74675aaf8991a967fcb4a461de270644	95.2
013f2b89c24ed03ed68a5b0e98c660c7	170.5
7acf81a424e0bfff4f70339605ac59cc	168.3
c69721a59c2b07fdd8efad04e1ad8de0	157.3
3666c25bd0e531a314590fca1e16060c	159.2
53f49cf455d6bdbf67aa4f2e00424a2f	97.5
52c1e0ad7c2eca4a0a3d39e6bcc9217d	163.8
c7d45b245a51fa0ca14c62e8e55ca926	167.5
176461b17d4d58c1e56ef49ec936e8ab	100.3
0039272d2f29c950c4cf118d16690f74	100.4
784c23d2c86a606a4377678b94029558	155.5
6cc9ee840110d5b9735f0cf8600e10b5	172.4
5e8d0a641cc5fcb754d4d529ebbe9626	148.6
bba3eab8e0f2c6a1c7ef8337bffb179e	84.3
f27e951d87fc2f752f51d406969e960b	166.2
9081165069ddae92a99e9383cedccaca	154.8
92664ba02c1d5d4bb3254e37f4b176e1	106.9
5a1eb66a7247580e058b2e21d1d0219f	97.2
24a6d8b6124e2ef61842549bd3a1150d	170.4
a9184315bae50cfe0ef1f7cca0b99810	163.6
19968daf3388c1e1e1c7f567be6280d5	154.1
bf47c36e5534b9a503e92afbd5aeb47d	156.6
fbb126022555b4f38f996e9daf5fe827	93.9
b0f8abb3f2bba215b21d64de613f2bef	115.2
2cd5777170c0cee504126fc7455e06dd	94.4
50ea4a832209254bbb5bc5440ae5f7d9	93.9
eee23d5a8f6b96b9f5abf29a719eb189	104.4
8e42ba8ea96216cd50eb7d28289638fe	151.5
fa01d81ba2ffe6b2e3d1d53e67366a6c	89.0
f6b89f367398e9d53d0498469e66ce3d	104.3
e5caf4c3c1d2032a2c52c2116fe5e86a	172.5
22faf4299ff5b5a2a4c67988296e13b4	157.5
bc038f656aac442d928b1058dea774e5	110.3
693264983d859ef3ea3fa5654e38a88d	107.7
7d74b272208238548750f5e8b13b625e	168.0
7ac249c3c41cb57b3c89de214ae90304	157.2
fa361b74bb7ca0f13304d4a2765d2363	95.8
82c1d2a525aaf32f4ae7a0c8a5ea6720	99.9
9e54c23b7f817d1275f13462db05aa4e	162.0
c7e3ab38b670b2ba28fee112cdac8b64	153.4
9840e349b06f4e6c9de08666857c5a27	87.3
014746ba2ceb95c8559d0c70e35e1220	97.8
b8eda497c11f29370b814969420cfb41	104.5
03ae2286db7cc84339039cebe9411b5a	168.6
41133b1b0f48926df0d329e8ecae4e0a	106.2
ebf2601026ad8df22adf70478f40b976	160.9
e9994af2952f904be0c3d45e8746dd7e	161.1
6be42f6033db46f2f05847cefe99bd0d	154.3
9285f8dd8d950f436b218bbcfd27b0d7	155.9
38620c4d855af0c9f404fb602b663dc1	171.0
97a4830b78697defd9878efd9c2ca656	98.8
1aae3f6a5477826291e01408bfc175d4	157.9
0c0b03edf826500a18d596058d375793	165.7
d048638300bb593b7783a3934d4f9c18	98.7
35539c5cd75c8d10af598d47d15d3d0f	169.2
451f5a58fc73d1a99844f4a7a94ae6dc	169.2
f27a8ff1b515fd520c9377fceda244cf	154.3
5080ddd2fdb7171c36bc3954e95e6a78	110.6
86f5936b169c11c4f86f8e8f252c37b1	164.2
3142a3ef2d8404b58c9ea21d2a71a8e1	168.9
b6d09f86bbc97fa90a82566d3f71e83b	105.3
f37e7625f93d855d520e83187ed7dcc3	151.8
d4c34d73bc8c25e4004b7cf8b6fd71c8	166.2
37e9ce4fada388034aef9d3d8bbb3077	166.9
1ff5237e994cf5dcfc8a305d32cf4071	100.6
cfe9105e81a52dd5b5d67370ab0ec5e7	152.1
09087296a8d482e4738f54869a87ce06	157.1
c165019725f2e9a33e454a500838cd11	105.6
061cab77bf5fecad6ef286cc528d21a6	162.9
e61674f9b3995c7c49b72695006b26fe	153.2
792c721b5da771739b593321a297ff96	106.1
4a2fd4fd44db8f3129bea744b613b0a4	108.0
238565c026656f1797a45a98b322def0	106.0
7dcc026091772536597105be688fa19f	159.6
d2f5e01f8327a20924c607b9ff17fea7	116.9
9b82c617cf57978af4ff5f8e8ffe7ea2	170.4
de8f29d4cdbb41d63d21a9c954b288d6	158.6
33c7532da4ff4cf0117c091df1ad10ae	166.9
6765c59936aa09673c02cc65f0c1d578	100.4
b4d44aa94b768ccc427980deb517f495	86.4
5993d22fdbbcdb766479986cdeab156e	101.6
b6dbdbbd2a2c24a42a957e27df906255	103.7
48d240eb949c61b21c08b38466791f8f	108.5
ae41673b24a5b2034e566d90d5a585ab	112.2
0262c15dea893a2e067fc910054837bb	166.4
eab085627a61133a94d8be13daef38c7	107.7
4ee70b65795b7a97a4e212186dbbd63a	159.5
db8dab3d4f045c61d4cd6cba71085536	163.3
a5c2bc6b2b1099595e746d6b469d8765	158.8
1e2a5f8224189c33fec7ef2dff8765d3	161.6
b1d1b7658f0abec4aa8d977c3cd1a193	101.0
e2a5ecce471b67a9e3a9dd4813a3b783	163.0
bb75988ae7d84ba7e94fd8015395defa	163.6
b7b4942c531f8a0a2f49875965f094ce	109.1
20772a115680046d5808a1406c854e76	161.2
675651e7bfbb3033523d564b4d4fe83f	157.4
b9d552b96253f113607b5c9e7d7196c1	152.3
73ff51d659e3fe1028fff02379ba9e92	159.2
5d4d2f93ce504907b4ab8dea3be6daf3	168.1
28f41b95135b9441b4888f8158219034	150.1
406d79a70157490ac23f72aefa4d8a7a	156.2
d53dad72f2e6998c48ba7c47e2cbe6c4	161.2
1153cba3a30ea877ae92d07d89794c4b	160.8
af3abfb11542574e1895e77289ed64b3	108.0
60456b86e5910f4eb4ef935dbf861952	162.6
17c102372c1e1f9e030dfe2abe3c81b6	164.5
01fdfa71524bf00598dbffa98af7f3a5	159.7
de2e94d3be8d805ea7ae108b4dde380c	168.4
6061b8011fd47ee21ee7d1606c468cc6	163.6
854d2d5e5bffaca626768d6abde4f562	161.8
ba5143fa100fabf2dad6af9119d57562	157.7
e15416c8a298d7f4baba14785aeda03b	163.4
a4d47d8e3de4392a43a51f9353234577	113.4
c767580cf628b80dab81ed49c2be5a24	151.9
2789d8882907ae05d4715fa2393da8cb	159.3
a5a0a7d2d597fbb207a6aedac242df81	165.7
3f815b97496ec123b34b12bdb85aadad	164.9
9939c9aa9d8e0d1d15e30054cd387a1e	151.7
6d62b875e76f3b115138eccc4a26d7eb	161.2
a8b3c72651c32eb2ce964a4cc36a028a	161.6
9e03e1cf71abcb8936f237018bd0217b	158.8
e367068ebeb330db1047779aff20a2ad	157.4
b9497e0f9ef8173de9d9f39ab23cf85e	107.5
9f2cf1f322e7a2fbbf3763470e6cfa8c	157.6
74eeb4986e472f57718fd268a39f7836	169.2
4158be5859f5318b75c624498bb6a8e2	170.2
b5f192ea730d51e564871144637d5aef	161.7
31aaa82d8caba6dfd3123048a726f78b	164.5
61fc0192c9dee036ebf9b6d8e961542b	95.1
3d0d1b8811865e3f851187364e4edfb0	159.4
7dd955f513128fe60bf9b0dba0d22cd1	168.4
a4ff10c0025b338d11efb20cc6278ee9	153.6
0231bc0e89becf1aa1c590fbee25fa26	158.7
0e2fdfcc33e9e09edc4d94989f512897	161.6
ba0141ac71b8298f685032c6c1135a7b	161.1
f63cbe767e7818642b21af819270324b	167.6
a82222e00f81b5976e9c2738d28c83e4	167.9
d31ff7f82f037138d5e621a920ea8955	168.5
44058b2502d4e72748d3dfc8b726b7c0	89.2
b2c7d0f469bfe4f7c2f411e581c49827	165.8
43e617dc652999e4dd539a0d348a1828	156.2
2204208c7480379469044f6f138fd417	152.9
a80de70a2d92015e4f9d6be5d9820b26	171.8
7b41532c45737701d15badc73d4551e8	154.4
51928d299c2648e2fa147883e8f7d03a	162.6
8a857379e28e903da102423dbc102ed6	163.6
628b734f3c5aa37f3111696805dbf3d9	172.4
9a30d891d4e3f1ddcb67134aaf20ca08	160.8
dab5daaad201457eaf9acb68ffeb5eb5	164.4
b4266daaf08b91a5ef0a5bda5ba01d8b	103.5
30bd3b9f776d7cc31181958428c8edcc	163.2
8e344a85dc42fff0a0f0ba8c80be3634	80.3
f590f9f272c9fa82380c245ab3b83b71	111.4
a65ca6863165311230fcd134f5be1f20	162.4
5afdbc3f5a64ca967b8251528518946d	157.9
